ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
35221,32,services,married,secondary,no,426,yes,yes,cellular,7,may,383,1,339,1,other,no
35224,32,blue-collar,single,secondary,no,1291,yes,no,cellular,7,may,223,1,293,1,failure,no
35225,50,entrepreneur,married,secondary,no,806,yes,yes,cellular,7,may,141,8,297,2,other,no
35230,42,blue-collar,married,primary,no,1461,yes,no,cellular,7,may,757,2,170,3,failure,yes
35232,38,technician,single,tertiary,no,178,yes,no,cellular,7,may,184,1,351,1,failure,no
35233,27,technician,single,secondary,no,-211,yes,no,cellular,7,may,146,1,349,3,failure,no
35235,38,admin.,divorced,secondary,no,673,yes,no,cellular,7,may,429,1,170,3,other,no
35237,37,management,married,tertiary,no,900,yes,no,cellular,7,may,155,1,357,2,failure,no
35240,32,technician,single,secondary,no,1210,yes,yes,cellular,7,may,107,1,344,4,failure,no
35242,45,management,married,tertiary,no,1033,yes,no,cellular,7,may,177,1,357,1,failure,no
35247,28,services,single,secondary,no,6332,yes,no,telephone,7,may,149,1,343,4,failure,no
35249,36,entrepreneur,married,tertiary,no,280,yes,no,cellular,7,may,252,1,351,1,failure,no
35250,41,management,married,primary,no,733,yes,no,cellular,7,may,69,1,335,7,failure,no
35251,41,services,single,primary,no,5907,yes,no,cellular,7,may,198,1,167,5,failure,no
35252,36,admin.,single,secondary,no,0,yes,yes,telephone,7,may,63,1,168,3,failure,no
35253,36,management,single,tertiary,no,-679,yes,yes,cellular,7,may,172,1,93,1,failure,no
35257,45,entrepreneur,married,tertiary,no,3689,yes,no,cellular,7,may,397,1,169,5,failure,no
35260,39,management,married,tertiary,no,3,yes,no,cellular,7,may,1145,1,170,1,failure,no
35261,33,blue-collar,married,primary,no,494,yes,no,cellular,7,may,159,1,346,2,failure,no
35262,30,admin.,married,secondary,no,187,yes,no,cellular,7,may,56,1,170,1,failure,no
35266,39,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,502,1,7,2,failure,no
35268,36,management,single,tertiary,no,4,yes,no,cellular,7,may,855,2,342,1,failure,yes
35270,35,services,single,secondary,no,544,yes,no,cellular,7,may,91,1,345,2,failure,no
35273,44,blue-collar,divorced,primary,no,-57,yes,no,cellular,7,may,234,1,356,2,failure,no
35275,32,blue-collar,married,secondary,no,428,yes,no,cellular,7,may,93,1,363,1,failure,no
35278,30,services,single,secondary,no,-271,yes,no,cellular,7,may,609,1,337,1,success,yes
35279,33,entrepreneur,married,tertiary,no,2179,yes,yes,cellular,7,may,217,1,167,2,other,no
35280,33,services,single,secondary,no,358,yes,no,cellular,7,may,302,1,356,3,failure,no
35286,37,management,married,tertiary,no,502,yes,no,cellular,7,may,551,1,351,1,failure,no
35287,23,technician,single,secondary,no,4659,yes,no,cellular,7,may,158,1,318,4,failure,no
35288,24,admin.,married,secondary,no,61,yes,yes,cellular,7,may,278,1,343,2,other,no
35289,41,blue-collar,married,primary,no,6596,yes,no,cellular,7,may,192,1,168,1,failure,no
35290,58,retired,married,tertiary,no,138,no,no,cellular,7,may,143,1,346,5,failure,no
35292,58,management,married,primary,no,1052,yes,no,cellular,7,may,147,1,359,4,failure,no
35298,45,technician,single,secondary,no,29,yes,no,cellular,7,may,86,1,367,1,failure,no
35302,54,technician,married,secondary,no,6,yes,no,cellular,7,may,109,1,367,1,failure,no
35304,44,technician,married,secondary,no,78,yes,no,cellular,7,may,122,1,357,1,failure,no
35307,53,blue-collar,married,secondary,no,913,yes,no,cellular,7,may,213,1,288,1,failure,no
35310,39,technician,married,secondary,no,-475,yes,no,cellular,7,may,168,3,301,1,failure,no
35313,54,management,divorced,tertiary,no,0,yes,no,cellular,7,may,199,1,297,3,failure,no
35315,53,management,married,tertiary,no,34230,yes,yes,cellular,7,may,279,1,358,9,other,no
35316,57,management,married,tertiary,no,779,yes,no,cellular,7,may,282,1,367,1,failure,no
35320,47,technician,divorced,tertiary,no,477,yes,no,telephone,7,may,973,1,366,1,failure,no
35322,37,management,married,tertiary,no,64,no,no,cellular,7,may,219,1,295,1,failure,no
35323,53,admin.,single,primary,no,0,yes,no,cellular,7,may,176,1,322,5,other,no
35325,41,services,single,secondary,no,-278,yes,no,cellular,7,may,17,5,360,3,failure,no
35328,30,technician,single,secondary,no,359,yes,no,cellular,7,may,362,1,303,1,failure,no
35331,36,management,single,tertiary,no,1804,no,no,cellular,7,may,170,1,366,1,other,no
35332,29,admin.,single,secondary,no,428,yes,yes,cellular,7,may,54,1,345,2,failure,no
35333,37,blue-collar,married,primary,no,223,yes,no,cellular,7,may,569,1,297,3,failure,no
35334,58,services,married,secondary,no,2745,yes,no,cellular,7,may,161,1,324,2,failure,no
35335,53,self-employed,married,secondary,no,1066,yes,no,cellular,7,may,57,2,170,4,failure,no
35338,51,entrepreneur,married,secondary,no,0,yes,no,cellular,7,may,158,1,300,2,failure,no
35340,48,technician,married,secondary,no,-938,yes,no,cellular,7,may,134,1,344,2,failure,no
35342,32,management,single,tertiary,no,-307,yes,yes,cellular,7,may,447,2,346,2,failure,no
35345,34,technician,divorced,secondary,no,558,yes,no,cellular,7,may,130,2,167,5,failure,no
35346,31,blue-collar,single,secondary,no,0,yes,no,cellular,7,may,113,2,345,1,other,no
35347,56,services,divorced,secondary,no,72,yes,yes,cellular,7,may,263,1,357,4,failure,no
35348,41,housemaid,married,primary,no,322,no,no,cellular,7,may,105,1,324,2,failure,no
35349,42,blue-collar,married,secondary,no,2044,yes,yes,cellular,7,may,155,1,282,5,failure,no
35350,29,blue-collar,single,secondary,no,43,no,no,cellular,7,may,142,1,353,1,failure,no
35353,42,admin.,married,secondary,no,874,yes,no,cellular,7,may,176,1,287,2,other,no
35357,50,blue-collar,married,secondary,no,16,yes,no,cellular,7,may,290,1,356,11,failure,no
35362,28,blue-collar,married,secondary,no,922,yes,no,cellular,7,may,226,1,339,1,other,no
35365,46,management,married,secondary,no,21,yes,no,cellular,7,may,124,1,338,2,failure,no
35369,27,student,single,tertiary,no,37,yes,no,cellular,7,may,125,1,364,1,failure,no
35370,23,blue-collar,single,secondary,no,537,yes,no,cellular,7,may,172,1,353,2,other,no
35376,34,entrepreneur,married,secondary,no,393,yes,no,cellular,7,may,174,1,293,3,failure,no
35377,47,services,married,secondary,no,278,yes,no,cellular,7,may,51,1,366,1,other,no
35378,50,services,married,primary,no,5024,yes,yes,cellular,7,may,661,1,267,11,other,yes
35383,43,blue-collar,single,primary,no,181,yes,no,cellular,7,may,174,1,343,2,failure,no
35384,53,blue-collar,married,secondary,no,148,yes,no,cellular,7,may,66,1,359,1,failure,no
35386,51,blue-collar,married,secondary,no,160,yes,no,cellular,7,may,136,1,359,1,failure,no
35387,49,technician,married,secondary,no,0,yes,no,cellular,7,may,190,1,276,1,other,no
35397,32,blue-collar,single,secondary,no,-219,yes,no,cellular,7,may,446,6,342,2,failure,no
35398,30,entrepreneur,married,secondary,yes,-388,yes,no,cellular,7,may,263,1,293,3,failure,no
35401,31,technician,single,secondary,no,656,yes,no,cellular,7,may,158,1,275,1,other,no
35403,51,admin.,married,secondary,no,3025,no,no,cellular,7,may,476,1,352,1,other,yes
35404,38,technician,married,secondary,no,0,yes,yes,cellular,7,may,193,2,296,5,other,no
35407,32,blue-collar,married,secondary,no,489,yes,no,cellular,7,may,103,2,349,4,failure,no
35409,25,services,married,secondary,no,51,yes,yes,cellular,7,may,159,2,357,2,failure,no
35411,28,services,married,secondary,no,15,yes,no,cellular,7,may,182,2,356,1,failure,no
35412,45,admin.,single,secondary,no,-101,yes,no,cellular,7,may,101,1,301,1,failure,no
35413,34,management,married,tertiary,no,676,no,no,cellular,7,may,156,1,177,1,success,no
35417,33,blue-collar,married,secondary,no,478,yes,no,cellular,7,may,349,1,338,1,failure,no
35419,51,services,married,tertiary,no,218,yes,no,cellular,7,may,154,3,363,2,failure,no
35422,31,technician,single,secondary,no,1626,no,no,cellular,7,may,356,2,286,3,failure,no
35427,44,management,married,tertiary,no,430,no,no,cellular,7,may,97,2,171,2,failure,no
35429,32,blue-collar,single,primary,no,216,yes,no,cellular,7,may,87,2,351,1,success,no
35430,43,blue-collar,divorced,secondary,no,-91,yes,yes,cellular,7,may,92,3,167,4,other,no
35433,31,entrepreneur,single,tertiary,no,734,yes,no,cellular,7,may,295,1,168,4,other,no
35435,40,unemployed,divorced,secondary,no,193,yes,no,cellular,7,may,195,1,357,1,failure,no
35436,28,blue-collar,single,primary,no,553,yes,no,cellular,7,may,225,3,321,3,failure,no
35440,37,management,divorced,tertiary,yes,-1,yes,yes,cellular,7,may,101,1,349,1,failure,no
35441,25,blue-collar,single,primary,no,758,yes,no,cellular,7,may,258,1,357,1,failure,no
35443,50,self-employed,single,secondary,no,766,yes,no,cellular,7,may,253,2,304,4,failure,no
35444,29,technician,single,tertiary,no,0,yes,no,cellular,7,may,347,2,337,6,failure,yes
35445,48,admin.,married,secondary,no,368,yes,no,telephone,7,may,430,2,367,2,failure,no
35446,36,blue-collar,married,primary,no,441,yes,no,cellular,7,may,100,4,358,1,failure,no
35447,43,management,married,tertiary,no,1429,yes,no,cellular,7,may,1030,1,169,3,success,yes
35448,31,management,single,tertiary,no,0,yes,no,cellular,7,may,45,1,22,2,failure,no
35449,38,services,married,primary,no,0,yes,yes,cellular,7,may,127,1,171,2,other,no
35451,36,management,single,tertiary,no,243,yes,no,cellular,7,may,160,2,360,3,failure,no
35452,53,admin.,divorced,secondary,no,26,yes,no,cellular,7,may,56,1,359,1,failure,no
35453,40,blue-collar,married,secondary,no,356,yes,yes,cellular,7,may,1254,3,365,1,failure,no
35454,31,admin.,single,secondary,no,0,yes,no,cellular,7,may,895,2,295,2,failure,yes
35456,45,blue-collar,married,secondary,no,54,yes,no,cellular,7,may,279,1,367,1,failure,no
35464,42,admin.,single,secondary,no,2790,yes,no,cellular,7,may,425,1,336,1,failure,no
35466,35,blue-collar,single,secondary,no,142,yes,no,cellular,7,may,266,2,168,1,failure,no
35469,46,blue-collar,married,secondary,no,4646,yes,no,cellular,7,may,33,3,359,1,failure,no
35470,38,self-employed,divorced,tertiary,no,1513,no,no,cellular,7,may,330,1,342,1,failure,no
35471,47,entrepreneur,single,tertiary,no,77,yes,yes,cellular,7,may,308,1,335,3,failure,no
35472,47,management,married,tertiary,no,618,yes,no,cellular,7,may,50,2,359,3,failure,no
35473,58,management,married,tertiary,no,246,yes,no,cellular,7,may,245,2,288,2,failure,no
35474,28,admin.,married,secondary,no,-393,yes,yes,cellular,7,may,247,2,349,2,failure,no
35476,27,student,single,secondary,no,8366,no,no,cellular,7,may,458,2,349,1,other,no
35481,26,services,single,secondary,no,5533,yes,no,cellular,7,may,582,2,283,4,failure,no
35483,28,self-employed,single,tertiary,no,270,yes,no,cellular,7,may,49,2,345,2,failure,no
35487,43,management,married,tertiary,no,0,yes,no,cellular,7,may,240,3,293,5,failure,no
35489,28,technician,single,secondary,no,417,yes,yes,cellular,7,may,188,2,366,2,other,no
35491,33,technician,divorced,secondary,no,2,yes,no,cellular,7,may,600,2,330,17,failure,no
35492,56,technician,married,secondary,no,264,yes,yes,cellular,7,may,639,2,280,5,success,no
35504,34,admin.,married,secondary,no,48,yes,no,cellular,7,may,1806,2,287,3,other,yes
35505,34,technician,single,secondary,no,105,yes,no,cellular,7,may,146,2,171,3,failure,no
35506,27,blue-collar,single,secondary,yes,-717,yes,yes,cellular,7,may,202,2,349,1,other,no
35511,26,housemaid,married,secondary,no,13,yes,no,cellular,7,may,132,2,293,1,other,no
35513,51,management,married,tertiary,no,1854,yes,yes,cellular,7,may,166,3,338,2,failure,no
35514,53,blue-collar,married,primary,no,2144,yes,no,cellular,7,may,217,2,342,1,failure,no
35515,49,blue-collar,single,primary,no,2146,yes,no,cellular,7,may,1516,2,353,2,other,yes
35516,56,entrepreneur,married,tertiary,no,16125,no,no,telephone,7,may,202,2,167,1,failure,no
35518,39,blue-collar,married,secondary,no,660,yes,yes,cellular,7,may,93,4,168,3,failure,no
35520,57,services,married,secondary,no,1577,yes,no,telephone,7,may,908,2,357,1,other,no
35523,31,blue-collar,married,secondary,no,1664,yes,no,cellular,7,may,603,2,17,2,failure,no
35525,37,unemployed,single,secondary,no,490,yes,yes,cellular,7,may,739,2,325,3,failure,no
35528,41,technician,divorced,secondary,no,348,yes,no,cellular,7,may,225,2,275,2,failure,no
35529,28,admin.,single,secondary,no,-181,yes,yes,cellular,7,may,429,2,343,4,failure,no
35530,32,blue-collar,single,secondary,no,567,yes,no,cellular,7,may,275,2,342,4,other,no
35533,42,unemployed,married,secondary,no,356,yes,no,cellular,7,may,787,3,356,2,failure,yes
35534,37,blue-collar,married,secondary,no,740,yes,no,cellular,7,may,434,3,342,2,failure,no
35535,55,retired,married,secondary,no,1,yes,no,telephone,7,may,79,2,360,6,other,no
35536,32,entrepreneur,married,tertiary,no,0,yes,no,cellular,7,may,388,2,349,2,failure,no
35539,32,technician,single,tertiary,no,2626,yes,yes,cellular,7,may,217,2,351,2,other,no
35541,40,admin.,married,secondary,no,168,yes,no,cellular,7,may,249,2,169,1,failure,no
35545,36,management,divorced,tertiary,no,-252,yes,no,cellular,7,may,235,2,293,1,other,no
35547,37,management,married,tertiary,no,591,yes,no,cellular,7,may,181,2,255,5,failure,no
35548,39,services,single,secondary,no,1163,yes,no,cellular,7,may,432,3,363,2,other,no
35551,33,technician,married,secondary,no,348,yes,no,cellular,7,may,263,2,294,1,success,no
35552,31,services,single,secondary,no,1192,yes,no,cellular,7,may,156,2,349,2,other,no
35555,46,technician,divorced,secondary,no,-154,yes,no,cellular,7,may,215,2,294,1,failure,no
35556,30,technician,single,tertiary,no,3086,yes,no,cellular,7,may,84,3,168,1,failure,no
35558,33,technician,divorced,tertiary,no,2558,no,no,cellular,7,may,680,2,367,2,failure,no
35559,45,admin.,married,secondary,yes,-106,yes,yes,cellular,7,may,553,3,288,1,other,yes
35560,35,blue-collar,married,secondary,no,848,yes,no,cellular,7,may,174,3,366,2,failure,no
35561,29,self-employed,married,tertiary,no,0,yes,no,cellular,7,may,253,2,302,1,failure,no
35564,27,housemaid,single,tertiary,no,979,yes,no,cellular,7,may,272,4,357,1,other,no
35566,45,services,divorced,secondary,no,608,yes,yes,cellular,7,may,1135,3,323,30,failure,yes
35568,48,management,married,tertiary,no,60,no,no,telephone,7,may,376,2,339,7,failure,no
35569,32,admin.,single,secondary,no,626,yes,no,cellular,7,may,324,2,351,1,failure,no
35570,30,management,married,tertiary,no,86,yes,yes,cellular,7,may,255,6,169,3,failure,no
35572,43,admin.,divorced,secondary,no,146,yes,no,cellular,7,may,274,3,358,2,failure,no
35574,52,management,married,tertiary,no,0,yes,yes,cellular,7,may,541,3,343,5,failure,no
35587,50,blue-collar,married,secondary,no,26,yes,no,cellular,7,may,245,5,366,2,failure,no
35593,45,blue-collar,divorced,secondary,no,-184,yes,no,cellular,7,may,878,3,170,5,failure,yes
35595,46,technician,married,secondary,no,-408,yes,yes,telephone,7,may,138,4,286,1,other,no
35601,49,management,married,tertiary,no,734,yes,no,cellular,7,may,42,2,324,3,failure,no
35613,34,blue-collar,single,primary,no,279,yes,no,cellular,7,may,208,1,357,1,failure,no
35616,28,services,single,secondary,no,805,yes,no,cellular,7,may,148,5,336,7,other,no
35618,49,blue-collar,married,primary,no,762,yes,no,cellular,7,may,373,2,360,4,failure,no
35619,47,services,married,secondary,no,1269,yes,no,cellular,7,may,181,1,253,6,other,no
35620,38,blue-collar,married,secondary,no,117,yes,no,cellular,7,may,54,1,337,1,failure,no
35622,43,blue-collar,married,secondary,no,232,yes,no,telephone,8,may,128,8,324,7,other,no
35623,37,services,married,secondary,no,4760,yes,no,cellular,8,may,182,2,169,2,failure,no
35626,35,management,married,tertiary,no,247,yes,no,cellular,8,may,209,3,367,3,other,no
35628,40,admin.,divorced,secondary,no,-607,yes,no,cellular,8,may,328,2,353,2,failure,no
35629,43,management,married,tertiary,no,9,yes,no,telephone,8,may,142,3,358,3,failure,no
35632,57,management,divorced,tertiary,no,52,yes,no,cellular,8,may,40,3,359,8,other,no
35637,39,admin.,single,secondary,no,2345,yes,no,cellular,8,may,491,2,344,2,failure,yes
35638,50,management,married,tertiary,no,400,yes,no,cellular,8,may,41,1,360,1,failure,no
35641,31,management,married,tertiary,no,-181,yes,no,cellular,8,may,127,1,170,2,failure,no
35642,39,admin.,single,secondary,no,2749,yes,no,cellular,8,may,104,1,170,1,failure,no
35646,34,unemployed,single,secondary,no,233,yes,no,cellular,8,may,11,8,365,4,failure,no
35648,37,blue-collar,married,primary,no,120,yes,no,cellular,8,may,80,4,358,1,other,no
35653,57,blue-collar,divorced,secondary,no,75,yes,no,cellular,8,may,159,1,361,2,failure,no
35654,53,technician,married,tertiary,no,7,no,yes,cellular,8,may,57,1,368,1,failure,no
35656,37,technician,married,secondary,no,1613,yes,no,cellular,8,may,266,1,281,11,other,no
35659,30,management,single,tertiary,no,277,yes,no,cellular,8,may,166,1,42,1,other,no
35661,45,self-employed,married,secondary,no,264,yes,no,cellular,8,may,113,1,360,2,failure,no
35663,32,technician,married,secondary,no,56,yes,no,cellular,8,may,126,1,359,5,other,no
35664,40,self-employed,married,secondary,no,167,yes,yes,cellular,8,may,380,4,295,1,failure,no
35671,56,technician,married,secondary,no,2313,yes,no,cellular,8,may,293,3,364,2,failure,no
35673,34,technician,married,secondary,no,1234,yes,no,cellular,8,may,106,1,288,6,failure,no
35674,38,blue-collar,single,primary,no,0,yes,yes,cellular,8,may,84,1,290,1,failure,no
35676,41,management,married,tertiary,no,-4,yes,no,cellular,8,may,72,1,368,1,failure,no
35682,34,management,single,tertiary,no,5945,yes,no,cellular,8,may,285,1,170,1,failure,no
35683,59,self-employed,married,tertiary,no,6237,yes,no,cellular,8,may,63,1,169,2,failure,no
35690,40,admin.,divorced,secondary,no,2679,yes,yes,cellular,8,may,122,1,350,1,failure,no
35693,56,management,married,tertiary,no,73,yes,no,cellular,8,may,122,1,368,2,failure,no
35695,31,unemployed,divorced,secondary,no,1144,yes,no,cellular,8,may,65,2,367,1,failure,no
35697,46,management,married,tertiary,no,716,yes,yes,cellular,8,may,557,1,172,1,failure,no
35702,35,blue-collar,married,primary,no,0,yes,no,cellular,8,may,265,1,290,2,failure,no
35705,57,technician,married,secondary,no,28,yes,no,cellular,8,may,163,1,358,1,failure,no
35707,51,admin.,divorced,secondary,no,74,yes,no,cellular,8,may,74,2,287,2,failure,no
35708,58,technician,married,secondary,no,950,yes,no,cellular,8,may,49,1,303,1,failure,no
35712,35,blue-collar,married,secondary,no,156,yes,no,cellular,8,may,302,1,283,3,failure,no
35715,48,blue-collar,married,secondary,no,1794,yes,yes,cellular,8,may,97,1,343,2,failure,no
35716,48,management,divorced,tertiary,no,84,yes,no,cellular,8,may,14,5,364,5,failure,no
35717,36,services,married,secondary,no,-182,yes,yes,cellular,8,may,19,6,304,11,other,no
35718,31,blue-collar,married,secondary,no,8,yes,no,cellular,8,may,98,2,170,1,failure,no
35719,32,blue-collar,single,secondary,no,259,yes,no,cellular,8,may,158,3,354,1,failure,no
35721,50,technician,married,secondary,no,20,yes,no,cellular,8,may,57,1,303,1,failure,no
35723,44,technician,married,secondary,no,533,yes,no,cellular,8,may,153,4,171,3,failure,no
35725,39,blue-collar,married,secondary,no,171,yes,yes,cellular,8,may,153,1,353,1,failure,no
35726,49,services,married,secondary,no,4300,yes,yes,cellular,8,may,134,1,256,6,failure,no
35732,57,admin.,married,secondary,no,6005,yes,no,cellular,8,may,704,1,323,6,failure,yes
35735,23,blue-collar,single,secondary,no,0,yes,no,cellular,8,may,6,5,350,2,failure,no
35736,32,blue-collar,single,primary,no,1918,yes,no,cellular,8,may,318,1,172,1,failure,no
35741,43,management,married,tertiary,no,489,yes,no,cellular,8,may,130,1,172,2,other,no
35742,53,admin.,married,primary,no,0,yes,no,cellular,8,may,86,1,298,3,failure,no
35743,40,management,married,secondary,no,408,yes,no,cellular,8,may,80,1,322,4,failure,no
35744,38,admin.,divorced,secondary,no,859,yes,yes,cellular,8,may,52,1,302,4,failure,no
35745,36,services,married,secondary,no,0,yes,no,cellular,8,may,346,1,368,1,failure,no
35750,47,blue-collar,married,secondary,no,265,yes,no,cellular,8,may,144,2,368,1,failure,no
35751,51,management,divorced,secondary,no,-35,yes,no,cellular,8,may,498,1,263,5,failure,no
35754,37,technician,divorced,secondary,no,262,yes,no,cellular,8,may,268,1,281,4,other,no
35756,44,technician,married,secondary,no,227,yes,yes,cellular,8,may,364,1,262,2,failure,no
35761,31,management,single,secondary,no,1090,yes,no,cellular,8,may,50,1,303,1,failure,no
35763,51,blue-collar,divorced,secondary,no,203,yes,no,cellular,8,may,134,1,170,5,failure,no
35764,45,services,married,secondary,no,972,yes,no,cellular,8,may,343,1,282,3,failure,no
35767,41,retired,single,primary,no,0,no,no,cellular,8,may,239,1,368,2,failure,no
35768,29,technician,single,secondary,no,156,yes,no,cellular,8,may,111,4,347,3,other,no
35772,42,management,married,tertiary,no,0,yes,no,cellular,8,may,88,1,360,1,failure,no
35774,33,blue-collar,single,secondary,no,1925,yes,no,cellular,8,may,87,2,67,2,failure,no
35777,38,blue-collar,single,secondary,no,238,yes,no,cellular,8,may,86,1,366,2,failure,no
35781,28,admin.,single,secondary,no,-281,yes,no,cellular,8,may,144,4,340,4,other,no
35782,36,blue-collar,married,secondary,no,0,yes,no,telephone,8,may,91,2,170,2,failure,no
35784,46,management,married,secondary,no,1098,no,no,cellular,8,may,99,3,343,3,other,no
35787,44,admin.,married,secondary,yes,-204,yes,no,cellular,8,may,105,1,347,2,failure,no
35788,44,blue-collar,married,secondary,no,1343,yes,yes,cellular,8,may,414,2,287,2,failure,no
35789,46,blue-collar,single,secondary,no,-100,yes,no,cellular,8,may,445,2,303,1,failure,no
35790,37,blue-collar,married,primary,no,403,yes,no,cellular,8,may,318,2,338,1,success,no
35795,29,blue-collar,single,secondary,no,234,yes,no,cellular,8,may,139,1,345,1,other,no
35796,35,blue-collar,single,secondary,no,0,yes,no,cellular,8,may,237,1,368,1,other,no
35797,33,management,married,tertiary,no,113,yes,no,cellular,8,may,145,2,172,13,other,no
35799,40,housemaid,single,primary,no,109,yes,no,cellular,8,may,308,1,367,3,failure,no
35800,37,management,married,tertiary,no,6815,yes,no,cellular,8,may,92,2,172,2,other,no
35803,35,services,married,secondary,no,70,yes,yes,cellular,8,may,197,1,350,4,failure,no
35805,42,management,married,tertiary,no,4,yes,no,cellular,8,may,579,2,295,1,success,yes
35809,41,blue-collar,married,primary,no,0,yes,no,cellular,8,may,171,1,368,1,failure,no
35811,47,services,married,secondary,no,759,yes,no,telephone,8,may,75,1,323,2,failure,no
35813,37,blue-collar,divorced,secondary,no,638,yes,no,cellular,8,may,326,1,326,2,success,no
35816,41,entrepreneur,married,tertiary,no,10,yes,no,cellular,8,may,196,2,172,2,other,no
35817,45,technician,married,secondary,no,0,no,no,cellular,8,may,166,1,340,1,failure,no
35824,42,admin.,married,secondary,no,3279,yes,no,cellular,8,may,261,1,344,1,failure,no
35830,41,services,married,secondary,no,1717,yes,no,cellular,8,may,520,2,343,3,other,no
35832,43,technician,married,secondary,no,0,no,yes,cellular,8,may,9,2,172,5,failure,no
35833,52,blue-collar,married,secondary,no,26,yes,no,cellular,8,may,191,2,368,1,failure,no
35836,57,management,married,tertiary,no,830,yes,yes,cellular,8,may,662,1,367,1,success,yes
35838,34,technician,single,secondary,no,268,yes,no,cellular,8,may,248,1,343,9,failure,no
35839,46,entrepreneur,married,secondary,no,245,yes,no,cellular,8,may,78,1,359,3,failure,no
35840,42,blue-collar,married,primary,no,258,yes,no,cellular,8,may,18,1,366,1,failure,no
35842,32,blue-collar,married,primary,no,0,yes,yes,cellular,8,may,82,2,361,4,failure,no
35849,46,technician,divorced,secondary,no,0,yes,yes,cellular,8,may,306,1,262,1,other,no
35855,50,entrepreneur,married,primary,no,300,yes,no,cellular,8,may,99,1,339,2,other,no
35856,40,technician,single,secondary,no,287,yes,no,cellular,8,may,69,1,298,3,failure,no
35860,56,management,married,tertiary,no,935,yes,no,cellular,8,may,209,2,172,1,failure,no
35862,36,blue-collar,married,secondary,no,0,yes,no,cellular,8,may,171,1,172,3,failure,no
35863,36,management,single,tertiary,no,1531,yes,no,cellular,8,may,81,3,170,1,failure,no
35864,40,management,single,tertiary,no,-222,yes,no,cellular,8,may,291,1,337,1,failure,no
35865,40,blue-collar,married,secondary,no,280,yes,no,cellular,8,may,435,2,340,3,failure,no
35867,36,blue-collar,married,secondary,no,535,yes,no,cellular,8,may,121,1,343,3,failure,no
35870,26,admin.,single,secondary,no,0,yes,no,cellular,8,may,339,1,66,3,other,no
35872,39,technician,single,secondary,no,1685,yes,no,cellular,8,may,319,1,368,1,failure,no
35873,49,blue-collar,married,secondary,no,-202,yes,yes,cellular,8,may,608,2,170,5,failure,no
35874,46,admin.,divorced,secondary,no,-637,yes,no,cellular,8,may,218,1,172,1,failure,no
35876,38,self-employed,married,primary,no,215,yes,no,cellular,8,may,124,2,353,1,other,no
35878,37,services,married,secondary,no,3429,yes,yes,cellular,8,may,151,4,171,11,other,no
35883,52,technician,married,secondary,no,337,yes,no,cellular,8,may,247,1,261,4,failure,no
35886,34,blue-collar,married,secondary,no,0,yes,no,cellular,8,may,325,1,170,2,failure,no
35887,37,admin.,married,secondary,no,1314,yes,no,cellular,8,may,682,2,85,7,success,no
35888,46,management,married,tertiary,no,740,yes,no,cellular,8,may,462,1,359,2,failure,no
35889,32,blue-collar,single,secondary,no,2696,yes,no,cellular,8,may,238,6,169,3,failure,no
35893,28,services,single,secondary,no,430,yes,no,cellular,8,may,158,2,350,2,failure,no
35895,44,technician,single,secondary,no,293,yes,no,cellular,8,may,345,2,358,1,failure,no
35896,36,blue-collar,married,secondary,no,0,yes,no,cellular,8,may,254,2,361,8,other,no
35899,34,technician,single,secondary,no,1866,no,no,cellular,8,may,134,3,185,1,failure,no
35903,41,unemployed,single,secondary,no,75,yes,no,cellular,8,may,103,2,344,1,failure,no
35904,50,management,divorced,tertiary,no,356,no,no,cellular,8,may,198,2,358,5,other,no
35905,39,blue-collar,married,primary,no,1433,yes,no,cellular,8,may,182,2,366,1,other,no
35909,37,management,single,tertiary,no,4543,yes,no,cellular,8,may,137,1,340,5,failure,no
35910,46,services,divorced,secondary,no,355,yes,no,cellular,8,may,122,2,338,8,other,no
35912,31,student,single,tertiary,no,25,yes,no,cellular,8,may,85,2,368,2,failure,no
35917,34,self-employed,single,tertiary,no,589,yes,no,telephone,8,may,44,4,367,1,other,no
35920,31,blue-collar,divorced,primary,no,1,yes,no,cellular,8,may,36,5,336,9,failure,no
35921,44,management,married,secondary,no,438,yes,no,telephone,8,may,37,3,303,1,failure,no
35924,38,technician,divorced,secondary,no,566,yes,no,cellular,8,may,44,2,275,2,failure,no
35926,57,technician,divorced,primary,no,13,yes,no,cellular,8,may,323,2,368,2,failure,no
35932,31,blue-collar,divorced,secondary,no,-209,yes,no,cellular,8,may,154,3,367,2,failure,no
35934,55,management,divorced,tertiary,no,481,yes,no,telephone,8,may,147,2,298,3,failure,no
35937,41,management,married,secondary,no,41,yes,no,cellular,8,may,177,2,364,6,other,no
35938,48,admin.,married,secondary,no,257,yes,no,telephone,8,may,186,4,358,11,failure,no
35941,53,admin.,married,secondary,no,4493,no,no,cellular,8,may,286,2,168,3,failure,no
35943,36,technician,divorced,secondary,no,515,yes,yes,cellular,8,may,104,4,252,3,failure,no
35944,39,services,married,secondary,no,-762,yes,yes,cellular,8,may,40,6,343,2,failure,no
35946,50,management,married,tertiary,no,-470,yes,no,cellular,8,may,506,2,170,3,failure,no
35947,56,blue-collar,single,primary,no,39,yes,no,telephone,8,may,191,2,347,5,failure,no
35948,31,housemaid,single,secondary,no,49,yes,no,cellular,8,may,187,3,360,2,failure,no
