dataset,variable,spearman_abs,spearman_p_value,mutual_info,score_asociacion,n_usado,spearman_q_value_bh,fdr_significativo_005,ranking
madelon,feat_34,0.007598368178120305,0.734156410832066,0.0,0.0037991840890601526,2000,0.9813828635173301,False,425
madelon,feat_334,0.003056330155224637,0.8913484727227248,0.004185375893732912,0.0036208530244787743,2000,0.9929361936161468,False,426
madelon,feat_292,0.007157550776429717,0.7490446063808565,0.0,0.0035787753882148584,2000,0.9813828635173301,False,427
madelon,feat_460,0.007116425933029375,0.7504384365476916,0.0,0.0035582129665146876,2000,0.9813828635173301,False,428
madelon,feat_396,0.006980323719770555,0.755057086970995,0.0,0.0034901618598852774,2000,0.9813828635173301,False,429
madelon,feat_181,0.006959626301577739,0.7557602289752368,0.0,0.0034798131507888697,2000,0.9813828635173301,False,430
madelon,feat_393,0.005222385154662451,0.8154448006596844,0.0017302802948870877,0.0034763327247747692,2000,0.986455019775347,False,431
madelon,feat_113,0.003167334931369352,0.8874280979089006,0.0036547527586976436,0.003411043845033498,2000,0.9929361936161468,False,432
madelon,feat_257,0.006788988820532171,0.761564857582431,0.0,0.0033944944102660855,2000,0.9813828635173301,False,433
madelon,feat_376,0.006785760613159921,0.7616748030082117,0.0,0.0033928803065799607,2000,0.9813828635173301,False,434
madelon,feat_252,0.006744695459236492,0.7630738079132903,0.0,0.003372347729618246,2000,0.9813828635173301,False,435
madelon,feat_100,0.006626779681608416,0.7670952400999025,0.0,0.003313389840804208,2000,0.9813828635173301,False,436
madelon,feat_22,0.006502472248877804,0.7713414499683627,0.0,0.003251236124438902,2000,0.9820381468994885,False,437
madelon,feat_233,0.00642604655543912,0.7739554817440177,0.0,0.00321302327771956,2000,0.9820381468994885,False,438
madelon,feat_318,0.0064243470484832135,0.7740136401977589,0.0,0.0032121735242416067,2000,0.9820381468994885,False,439
madelon,feat_80,0.006371868013759951,0.7758101360505959,0.0,0.0031859340068799754,2000,0.9820381468994885,False,440
madelon,feat_148,0.006231319165214397,0.7806273770930687,0.0,0.0031156595826071984,2000,0.9856406276427635,False,441
madelon,feat_183,0.004686567603495955,0.8340893190792358,0.0015342650657064194,0.003110416334601187,2000,0.986455019775347,False,442
madelon,feat_78,0.00597147446886259,0.789555488414889,0.0,0.002985737234431295,2000,0.986455019775347,False,443
madelon,feat_302,0.0029914080651146442,0.8936425742545322,0.0029141805750334537,0.0029527943200740488,2000,0.9929361936161468,False,444
madelon,feat_202,0.005905333483625817,0.7918325202205416,0.0,0.0029526667418129085,2000,0.986455019775347,False,445
madelon,feat_386,0.001394409177903657,0.9503072704057318,0.004368503702886217,0.0028814564403949372,2000,0.9967859519547848,False,446
madelon,feat_249,0.0005135886874847769,0.9816869448158567,0.004826184747331874,0.0026698867174083257,2000,0.9967859519547848,False,447
madelon,feat_464,0.00460801825997656,0.8368306714628544,0.0006297508299419885,0.0026188845449592745,2000,0.986455019775347,False,448
madelon,feat_488,0.005213142407972897,0.8157655636872909,0.0,0.0026065712039864486,2000,0.986455019775347,False,449
madelon,feat_133,0.0007929959979093768,0.9717275390324368,0.004287743531684818,0.0025403697647970974,2000,0.9967859519547848,False,450
madelon,feat_312,0.0050691223166969895,0.8207676329192,0.0,0.0025345611583484948,2000,0.986455019775347,False,451
madelon,feat_297,0.005005037002791554,0.8229957845476716,0.0,0.002502518501395777,2000,0.986455019775347,False,452
madelon,feat_316,0.0035428325354268713,0.8741875264223192,0.0013796459210910772,0.0024612392282589743,2000,0.9892721496689515,False,453
madelon,feat_465,0.004890243469053247,0.826990541948746,0.0,0.0024451217345266233,2000,0.986455019775347,False,454
madelon,feat_93,0.004837450443301881,0.8288292223175842,0.0,0.0024187252216509407,2000,0.986455019775347,False,455
madelon,feat_182,0.004753082217642011,0.8317695489117427,0.0,0.0023765411088210054,2000,0.986455019775347,False,456
madelon,feat_489,0.0015268885444364986,0.9455930882365005,0.0031032306181275615,0.00231505958128203,2000,0.9967859519547848,False,457
madelon,feat_192,0.004619991902933495,0.8364126655352405,0.0,0.0023099959514667474,2000,0.986455019775347,False,458
madelon,feat_283,0.004452228319510555,0.8422735315180893,0.0,0.0022261141597552775,2000,0.986455019775347,False,459
madelon,feat_47,0.004408283737113559,0.8438102054730914,0.0,0.0022041418685567796,2000,0.986455019775347,False,460
madelon,feat_271,0.004402156246401548,0.84402452167003,0.0,0.002201078123200774,2000,0.986455019775347,False,461
madelon,feat_266,0.004397827607152333,0.844175927876752,0.0,0.0021989138035761664,2000,0.986455019775347,False,462
madelon,feat_452,0.004382755551783729,0.8447031598237724,0.0,0.0021913777758918646,2000,0.986455019775347,False,463
madelon,feat_97,0.004099285047013905,0.8546318683873475,0.0,0.0020496425235069526,2000,0.986455019775347,False,464
madelon,feat_39,0.003827497928891454,0.8641730296095614,0.0,0.001913748964445727,2000,0.9876657155967997,False,465
madelon,feat_59,0.0034229069734093964,0.8784126271232162,0.0,0.0017114534867046982,2000,0.9892721496689515,False,466
madelon,feat_234,0.0034211750872073887,0.878473668906029,0.0,0.0017105875436036944,2000,0.9892721496689515,False,467
madelon,feat_315,0.003272021483387977,0.8837333831749845,0.0,0.0016360107416939886,2000,0.9929361936161468,False,468
madelon,feat_70,0.0006772519421749509,0.9758527622044075,0.0024614094512485085,0.0015693306967117298,2000,0.9967859519547848,False,469
madelon,feat_491,0.003022039930577031,0.8925600477998211,0.0,0.0015110199652885155,2000,0.9929361936161468,False,470
madelon,feat_448,0.0028172743901584076,0.8998001406357078,0.0,0.0014086371950792038,2000,0.9937475900363367,False,471
madelon,feat_426,0.002800242755493861,0.9004027285544743,0.0,0.0014001213777469306,2000,0.9937475900363367,False,472
madelon,feat_470,0.0020101093183713145,0.9284153849145217,0.0007635211553340682,0.0013868152368526913,2000,0.9967859519547848,False,473
madelon,feat_364,0.0009075420967988194,0.9676457557425684,0.001862510697783204,0.0013850263972910116,2000,0.9967859519547848,False,474
madelon,feat_208,0.002719867772410873,0.9032472048383027,0.0,0.0013599338862054365,2000,0.9937475900363367,False,475
madelon,feat_289,0.0014230734745974806,0.9492871191558452,0.0012150979174951893,0.001319085696046335,2000,0.9967859519547848,False,476
madelon,feat_311,0.002239058132297038,0.9202877617849944,0.0,0.001119529066148519,2000,0.9967859519547848,False,477
madelon,feat_50,0.0021564693190640988,0.923218728726291,0.0,0.0010782346595320494,2000,0.9967859519547848,False,478
madelon,feat_293,0.002141606252801418,0.9237463109395374,0.0,0.001070803126400709,2000,0.9967859519547848,False,479
madelon,feat_319,0.0020404169463950146,0.9273390248027574,0.0,0.0010202084731975073,2000,0.9967859519547848,False,480
madelon,feat_335,0.001963018415794293,0.930088053522893,0.0,0.0009815092078971465,2000,0.9967859519547848,False,481
madelon,feat_389,0.0017962100102380924,0.9360155201976271,0.0,0.0008981050051190462,2000,0.9967859519547848,False,482
madelon,feat_180,0.0015892221526456207,0.9433756403034789,0.0,0.0007946110763228103,2000,0.9967859519547848,False,483
madelon,feat_392,0.0015007940125337804,0.9465214979134478,0.0,0.0007503970062668902,2000,0.9967859519547848,False,484
madelon,feat_76,0.0014010395584070636,0.9500712904273966,0.0,0.0007005197792035318,2000,0.9967859519547848,False,485
madelon,feat_499,0.0012030004217033759,0.9571214396042136,0.0,0.0006015002108516879,2000,0.9967859519547848,False,486
madelon,feat_235,0.0011701152168415987,0.9582924850402721,0.0,0.0005850576084207994,2000,0.9967859519547848,False,487
madelon,feat_3,0.0011351427020755112,0.959537958422956,0.0,0.0005675713510377556,2000,0.9967859519547848,False,488
madelon,feat_106,0.0009700166113953807,0.9654198630139343,0.0,0.00048500830569769035,2000,0.9967859519547848,False,489
madelon,feat_174,0.0006219360967831794,0.9778245038626663,0.0,0.0003109680483915897,2000,0.9967859519547848,False,490
madelon,feat_362,0.0006001745404030102,0.9786002356029012,0.0,0.0003000872702015051,2000,0.9967859519547848,False,491
madelon,feat_402,0.0005161183973058729,0.9815967587839476,0.0,0.00025805919865293643,2000,0.9967859519547848,False,492
madelon,feat_62,0.0005005835469555378,0.9821505913909199,0.0,0.0002502917734777689,2000,0.9967859519547848,False,493
madelon,feat_346,0.00046815183607185214,0.9833068409953036,0.0,0.00023407591803592607,2000,0.9967859519547848,False,494
madelon,feat_261,0.0004301420613720577,0.9846620031639199,0.0,0.00021507103068602886,2000,0.9967859519547848,False,495
madelon,feat_325,0.0004121143278716376,0.985304761491817,0.0,0.0002060571639358188,2000,0.9967859519547848,False,496
madelon,feat_86,0.0002611582468436112,0.9906872626807659,0.0,0.0001305791234218056,2000,0.9967859519547848,False,497
madelon,feat_230,0.00023128243187051396,0.9917525749159188,0.0,0.00011564121593525698,2000,0.9967859519547848,False,498
madelon,feat_232,0.00015332653316578161,0.9945323918542046,0.0,7.666326658289081e-05,2000,0.9967859519547848,False,499
madelon,feat_81,9.873019347749275e-05,0.9964792755030547,0.0,4.936509673874637e-05,2000,0.9967859519547848,False,500
olive_oil,palmitic,0.331371471626508,3.985913577896962e-16,1.9664992636720493,1.1489353676492786,572,1.3286378592989873e-15,True,1
olive_oil,eicosenoic,0.5739230084484801,2.0315275893543165e-51,0.6379334591164945,0.6059282337824873,572,2.0315275893543165e-50,True,2
olive_oil,stearic,0.16310423331836438,8.905612568534888e-05,1.0334831031959988,0.5982936682571816,572,0.00017811225137069777,True,3
olive_oil,area,0.15031446025505382,0.0003089804566630007,0.9892449638203469,0.5697797120377004,572,0.0005149674277716679,True,4
olive_oil,linoleic,0.008640552411254327,0.8366317568080379,1.0894024443561827,0.5490214983837185,572,0.8366317568080379,False,5
olive_oil,linolenic,0.010536957516378767,0.8014561016917319,1.0603047259281662,0.5354208417222724,572,0.8366317568080379,False,6
olive_oil,oleic,0.37682879763382254,9.706900565349614e-21,0.6438040650071248,0.5103164313204737,572,4.853450282674807e-20,True,7
olive_oil,arachidic,0.24203863357796504,4.533158043518074e-09,0.7098030297954279,0.47592083168669647,572,1.1332895108795184e-08,True,8
olive_oil,other,0.06935395940449385,0.09750477184968773,0.8098574911905945,0.43960572529754416,572,0.1392925312138396,False,9
olive_oil,palmitoleic,0.019158366581498547,0.6474977379671714,0.8514572431527352,0.43530780486711684,572,0.8093721724589642,False,10
