dataset,variable,percentil,valor_raw,valor_processed,delta_abs
madelon,feat_170,1.0,639.0,639.0,0.0
madelon,feat_171,0.0,375.0,375.0,0.0
madelon,feat_171,0.25,483.0,483.0,0.0
madelon,feat_171,0.5,512.0,512.0,0.0
madelon,feat_171,0.75,537.25,537.25,0.0
madelon,feat_171,1.0,637.0,637.0,0.0
madelon,feat_172,0.0,380.0,380.0,0.0
madelon,feat_172,0.25,481.0,481.0,0.0
madelon,feat_172,0.5,505.0,505.0,0.0
madelon,feat_172,0.75,533.0,533.0,0.0
madelon,feat_172,1.0,633.0,633.0,0.0
madelon,feat_173,0.0,473.0,473.0,0.0
madelon,feat_173,0.25,476.0,476.0,0.0
madelon,feat_173,0.5,477.0,477.0,0.0
madelon,feat_173,0.75,478.0,478.0,0.0
madelon,feat_173,1.0,481.0,481.0,0.0
madelon,feat_174,0.0,414.0,414.0,0.0
madelon,feat_174,0.25,466.0,466.0,0.0
madelon,feat_174,0.5,476.0,476.0,0.0
madelon,feat_174,0.75,487.0,487.0,0.0
madelon,feat_174,1.0,524.0,524.0,0.0
madelon,feat_175,0.0,368.0,368.0,0.0
madelon,feat_175,0.25,473.0,473.0,0.0
madelon,feat_175,0.5,500.0,500.0,0.0
madelon,feat_175,0.75,528.0,528.0,0.0
madelon,feat_175,1.0,616.0,616.0,0.0
madelon,feat_176,0.0,446.0,446.0,0.0
madelon,feat_176,0.25,474.0,474.0,0.0
madelon,feat_176,0.5,483.0,483.0,0.0
madelon,feat_176,0.75,492.0,492.0,0.0
madelon,feat_176,1.0,527.0,527.0,0.0
madelon,feat_177,0.0,457.0,457.0,0.0
madelon,feat_177,0.25,476.0,476.0,0.0
madelon,feat_177,0.5,480.0,480.0,0.0
madelon,feat_177,0.75,485.0,485.0,0.0
madelon,feat_177,1.0,504.0,504.0,0.0
madelon,feat_178,0.0,347.0,347.0,0.0
madelon,feat_178,0.25,458.0,458.0,0.0
madelon,feat_178,0.5,484.0,484.0,0.0
madelon,feat_178,0.75,509.0,509.0,0.0
madelon,feat_178,1.0,620.0,620.0,0.0
madelon,feat_179,0.0,378.0,378.0,0.0
madelon,feat_179,0.25,477.0,477.0,0.0
madelon,feat_179,0.5,504.0,504.0,0.0
madelon,feat_179,0.75,532.0,532.0,0.0
madelon,feat_179,1.0,654.0,654.0,0.0
madelon,feat_180,0.0,381.0,381.0,0.0
madelon,feat_180,0.25,478.0,478.0,0.0
madelon,feat_180,0.5,504.0,504.0,0.0
madelon,feat_180,0.75,527.0,527.0,0.0
madelon,feat_180,1.0,625.0,625.0,0.0
madelon,feat_181,0.0,393.0,393.0,0.0
madelon,feat_181,0.25,489.0,489.0,0.0
madelon,feat_181,0.5,513.0,513.0,0.0
madelon,feat_181,0.75,541.0,541.0,0.0
madelon,feat_181,1.0,664.0,664.0,0.0
madelon,feat_182,0.0,397.0,397.0,0.0
madelon,feat_182,0.25,459.0,459.0,0.0
madelon,feat_182,0.5,477.0,477.0,0.0
madelon,feat_182,0.75,495.0,495.0,0.0
madelon,feat_182,1.0,593.0,593.0,0.0
madelon,feat_183,0.0,387.0,387.0,0.0
madelon,feat_183,0.25,464.0,464.0,0.0
madelon,feat_183,0.5,479.0,479.0,0.0
madelon,feat_183,0.75,494.0,494.0,0.0
madelon,feat_183,1.0,571.0,571.0,0.0
madelon,feat_184,0.0,438.0,438.0,0.0
madelon,feat_184,0.25,478.0,478.0,0.0
madelon,feat_184,0.5,488.0,488.0,0.0
madelon,feat_184,0.75,498.0,498.0,0.0
madelon,feat_184,1.0,542.0,542.0,0.0
madelon,feat_185,0.0,407.0,407.0,0.0
madelon,feat_185,0.25,470.0,470.0,0.0
madelon,feat_185,0.5,487.0,487.0,0.0
madelon,feat_185,0.75,503.0,503.0,0.0
madelon,feat_185,1.0,575.0,575.0,0.0
madelon,feat_186,0.0,362.0,362.0,0.0
madelon,feat_186,0.25,470.0,470.0,0.0
madelon,feat_186,0.5,497.0,497.0,0.0
madelon,feat_186,0.75,527.0,527.0,0.0
madelon,feat_186,1.0,631.0,631.0,0.0
madelon,feat_187,0.0,383.0,383.0,0.0
madelon,feat_187,0.25,474.0,474.0,0.0
madelon,feat_187,0.5,492.0,492.0,0.0
madelon,feat_187,0.75,511.0,511.0,0.0
madelon,feat_187,1.0,591.0,591.0,0.0
madelon,feat_188,0.0,327.0,327.0,0.0
madelon,feat_188,0.25,488.0,488.0,0.0
madelon,feat_188,0.5,517.5,517.5,0.0
madelon,feat_188,0.75,547.0,547.0,0.0
madelon,feat_188,1.0,673.0,673.0,0.0
madelon,feat_189,0.0,457.0,457.0,0.0
madelon,feat_189,0.25,476.0,476.0,0.0
madelon,feat_189,0.5,479.0,479.0,0.0
madelon,feat_189,0.75,481.0,481.0,0.0
madelon,feat_189,1.0,498.0,498.0,0.0
madelon,feat_190,0.0,372.0,372.0,0.0
madelon,feat_190,0.25,466.0,466.0,0.0
madelon,feat_190,0.5,481.0,481.0,0.0
madelon,feat_190,0.75,499.0,499.0,0.0
madelon,feat_190,1.0,560.0,560.0,0.0
madelon,feat_191,0.0,400.0,400.0,0.0
madelon,feat_191,0.25,474.0,474.0,0.0
madelon,feat_191,0.5,491.0,491.0,0.0
madelon,feat_191,0.75,506.0,506.0,0.0
madelon,feat_191,1.0,611.0,611.0,0.0
madelon,feat_192,0.0,428.0,428.0,0.0
madelon,feat_192,0.25,483.0,483.0,0.0
madelon,feat_192,0.5,496.0,496.0,0.0
madelon,feat_192,0.75,508.0,508.0,0.0
madelon,feat_192,1.0,559.0,559.0,0.0
madelon,feat_193,0.0,359.0,359.0,0.0
madelon,feat_193,0.25,477.0,477.0,0.0
madelon,feat_193,0.5,505.0,505.0,0.0
madelon,feat_193,0.75,534.0,534.0,0.0
madelon,feat_193,1.0,661.0,661.0,0.0
madelon,feat_194,0.0,350.0,350.0,0.0
madelon,feat_194,0.25,484.0,484.0,0.0
madelon,feat_194,0.5,512.0,512.0,0.0
madelon,feat_194,0.75,542.0,542.0,0.0
madelon,feat_194,1.0,680.0,680.0,0.0
madelon,feat_195,0.0,451.0,451.0,0.0
madelon,feat_195,0.25,478.0,478.0,0.0
madelon,feat_195,0.5,484.0,484.0,0.0
madelon,feat_195,0.75,490.0,490.0,0.0
madelon,feat_195,1.0,516.0,516.0,0.0
madelon,feat_196,0.0,461.0,461.0,0.0
madelon,feat_196,0.25,475.0,475.0,0.0
madelon,feat_196,0.5,479.0,479.0,0.0
madelon,feat_196,0.75,483.0,483.0,0.0
madelon,feat_196,1.0,502.0,502.0,0.0
madelon,feat_197,0.0,449.0,449.0,0.0
madelon,feat_197,0.25,478.0,478.0,0.0
madelon,feat_197,0.5,483.0,483.0,0.0
madelon,feat_197,0.75,489.0,489.0,0.0
madelon,feat_197,1.0,512.0,512.0,0.0
madelon,feat_198,0.0,472.0,472.0,0.0
madelon,feat_198,0.25,476.0,476.0,0.0
madelon,feat_198,0.5,477.0,477.0,0.0
madelon,feat_198,0.75,477.0,477.0,0.0
madelon,feat_198,1.0,481.0,481.0,0.0
madelon,feat_199,0.0,393.0,393.0,0.0
madelon,feat_199,0.25,466.0,466.0,0.0
madelon,feat_199,0.5,487.0,487.0,0.0
madelon,feat_199,0.75,506.0,506.0,0.0
madelon,feat_199,1.0,609.0,609.0,0.0
madelon,feat_200,0.0,417.0,417.0,0.0
madelon,feat_200,0.25,476.0,476.0,0.0
madelon,feat_200,0.5,491.0,491.0,0.0
madelon,feat_200,0.75,505.0,505.0,0.0
madelon,feat_200,1.0,558.0,558.0,0.0
madelon,feat_201,0.0,409.0,409.0,0.0
madelon,feat_201,0.25,473.0,473.0,0.0
madelon,feat_201,0.5,488.0,488.0,0.0
madelon,feat_201,0.75,502.0,502.0,0.0
madelon,feat_201,1.0,557.0,557.0,0.0
madelon,feat_202,0.0,430.0,430.0,0.0
madelon,feat_202,0.25,476.0,476.0,0.0
madelon,feat_202,0.5,490.0,490.0,0.0
madelon,feat_202,0.75,504.0,504.0,0.0
madelon,feat_202,1.0,564.0,564.0,0.0
madelon,feat_203,0.0,332.0,332.0,0.0
madelon,feat_203,0.25,481.0,481.0,0.0
madelon,feat_203,0.5,509.0,509.0,0.0
madelon,feat_203,0.75,537.0,537.0,0.0
madelon,feat_203,1.0,647.0,647.0,0.0
madelon,feat_204,0.0,376.0,376.0,0.0
madelon,feat_204,0.25,466.0,466.0,0.0
madelon,feat_204,0.5,488.0,488.0,0.0
madelon,feat_204,0.75,512.0,512.0,0.0
madelon,feat_204,1.0,625.0,625.0,0.0
madelon,feat_205,0.0,471.0,471.0,0.0
madelon,feat_205,0.25,475.0,475.0,0.0
madelon,feat_205,0.5,476.0,476.0,0.0
madelon,feat_205,0.75,477.0,477.0,0.0
madelon,feat_205,1.0,481.0,481.0,0.0
madelon,feat_206,0.0,374.0,374.0,0.0
madelon,feat_206,0.25,482.0,482.0,0.0
madelon,feat_206,0.5,505.0,505.0,0.0
madelon,feat_206,0.75,530.0,530.0,0.0
madelon,feat_206,1.0,641.0,641.0,0.0
madelon,feat_207,0.0,466.0,466.0,0.0
madelon,feat_207,0.25,477.0,477.0,0.0
madelon,feat_207,0.5,479.0,479.0,0.0
madelon,feat_207,0.75,482.0,482.0,0.0
madelon,feat_207,1.0,493.0,493.0,0.0
madelon,feat_208,0.0,427.0,427.0,0.0
madelon,feat_208,0.25,471.0,471.0,0.0
madelon,feat_208,0.5,481.0,481.0,0.0
madelon,feat_208,0.75,491.0,491.0,0.0
madelon,feat_208,1.0,542.0,542.0,0.0
madelon,feat_209,0.0,423.0,423.0,0.0
madelon,feat_209,0.25,477.0,477.0,0.0
madelon,feat_209,0.5,491.0,491.0,0.0
madelon,feat_209,0.75,505.0,505.0,0.0
madelon,feat_209,1.0,562.0,562.0,0.0
madelon,feat_210,0.0,444.0,444.0,0.0
madelon,feat_210,0.25,478.0,478.0,0.0
madelon,feat_210,0.5,487.0,487.0,0.0
madelon,feat_210,0.75,497.0,497.0,0.0
madelon,feat_210,1.0,542.0,542.0,0.0
madelon,feat_211,0.0,374.0,374.0,0.0
madelon,feat_211,0.25,466.75,466.75,0.0
madelon,feat_211,0.5,491.0,491.0,0.0
madelon,feat_211,0.75,519.0,519.0,0.0
madelon,feat_211,1.0,649.0,649.0,0.0
madelon,feat_212,0.0,402.0,402.0,0.0
madelon,feat_212,0.25,463.0,463.0,0.0
madelon,feat_212,0.5,481.0,481.0,0.0
madelon,feat_212,0.75,497.0,497.0,0.0
madelon,feat_212,1.0,574.0,574.0,0.0
madelon,feat_213,0.0,358.0,358.0,0.0
madelon,feat_213,0.25,464.0,464.0,0.0
madelon,feat_213,0.5,488.0,488.0,0.0
madelon,feat_213,0.75,512.0,512.0,0.0
madelon,feat_213,1.0,611.0,611.0,0.0
madelon,feat_214,0.0,443.0,443.0,0.0
madelon,feat_214,0.25,473.0,473.0,0.0
madelon,feat_214,0.5,480.0,480.0,0.0
madelon,feat_214,0.75,488.0,488.0,0.0
madelon,feat_214,1.0,523.0,523.0,0.0
madelon,feat_215,0.0,358.0,358.0,0.0
madelon,feat_215,0.25,477.0,477.0,0.0
madelon,feat_215,0.5,503.0,503.0,0.0
madelon,feat_215,0.75,529.0,529.0,0.0
madelon,feat_215,1.0,639.0,639.0,0.0
madelon,feat_216,0.0,403.0,403.0,0.0
madelon,feat_216,0.25,480.0,480.0,0.0
madelon,feat_216,0.5,503.0,503.0,0.0
madelon,feat_216,0.75,528.0,528.0,0.0
madelon,feat_216,1.0,630.0,630.0,0.0
madelon,feat_217,0.0,449.0,449.0,0.0
madelon,feat_217,0.25,473.0,473.0,0.0
madelon,feat_217,0.5,481.0,481.0,0.0
madelon,feat_217,0.75,488.0,488.0,0.0
madelon,feat_217,1.0,520.0,520.0,0.0
madelon,feat_218,0.0,396.0,396.0,0.0
madelon,feat_218,0.25,469.0,469.0,0.0
madelon,feat_218,0.5,487.0,487.0,0.0
madelon,feat_218,0.75,504.0,504.0,0.0
madelon,feat_218,1.0,585.0,585.0,0.0
madelon,feat_219,0.0,450.0,450.0,0.0
madelon,feat_219,0.25,478.0,478.0,0.0
madelon,feat_219,0.5,485.0,485.0,0.0
madelon,feat_219,0.75,492.0,492.0,0.0
madelon,feat_219,1.0,524.0,524.0,0.0
madelon,feat_220,0.0,381.0,381.0,0.0
madelon,feat_220,0.25,458.0,458.0,0.0
madelon,feat_220,0.5,477.5,477.5,0.0
madelon,feat_220,0.75,498.0,498.0,0.0
madelon,feat_220,1.0,589.0,589.0,0.0
madelon,feat_221,0.0,350.0,350.0,0.0
madelon,feat_221,0.25,471.0,471.0,0.0
madelon,feat_221,0.5,497.0,497.0,0.0
madelon,feat_221,0.75,527.0,527.0,0.0
madelon,feat_221,1.0,649.0,649.0,0.0
madelon,feat_222,0.0,399.0,399.0,0.0
madelon,feat_222,0.25,474.0,474.0,0.0
madelon,feat_222,0.5,492.0,492.0,0.0
madelon,feat_222,0.75,511.0,511.0,0.0
madelon,feat_222,1.0,599.0,599.0,0.0
madelon,feat_223,0.0,364.0,364.0,0.0
madelon,feat_223,0.25,462.0,462.0,0.0
madelon,feat_223,0.5,488.0,488.0,0.0
madelon,feat_223,0.75,513.0,513.0,0.0
madelon,feat_223,1.0,636.0,636.0,0.0
madelon,feat_224,0.0,360.0,360.0,0.0
madelon,feat_224,0.25,470.0,470.0,0.0
madelon,feat_224,0.5,493.5,493.5,0.0
madelon,feat_224,0.75,519.0,519.0,0.0
madelon,feat_224,1.0,628.0,628.0,0.0
madelon,feat_225,0.0,408.0,408.0,0.0
madelon,feat_225,0.25,482.0,482.0,0.0
madelon,feat_225,0.5,500.0,500.0,0.0
madelon,feat_225,0.75,519.0,519.0,0.0
madelon,feat_225,1.0,601.0,601.0,0.0
madelon,feat_226,0.0,409.0,409.0,0.0
madelon,feat_226,0.25,472.0,472.0,0.0
madelon,feat_226,0.5,485.0,485.0,0.0
madelon,feat_226,0.75,498.0,498.0,0.0
madelon,feat_226,1.0,553.0,553.0,0.0
madelon,feat_227,0.0,470.0,470.0,0.0
madelon,feat_227,0.25,476.0,476.0,0.0
madelon,feat_227,0.5,477.0,477.0,0.0
madelon,feat_227,0.75,479.0,479.0,0.0
madelon,feat_227,1.0,485.0,485.0,0.0
madelon,feat_228,0.0,473.0,473.0,0.0
madelon,feat_228,0.25,476.0,476.0,0.0
madelon,feat_228,0.5,476.0,476.0,0.0
madelon,feat_228,0.75,477.0,477.0,0.0
madelon,feat_228,1.0,479.0,479.0,0.0
madelon,feat_229,0.0,412.0,412.0,0.0
madelon,feat_229,0.25,481.0,481.0,0.0
madelon,feat_229,0.5,494.0,494.0,0.0
madelon,feat_229,0.75,507.0,507.0,0.0
madelon,feat_229,1.0,556.0,556.0,0.0
madelon,feat_230,0.0,427.0,427.0,0.0
madelon,feat_230,0.25,470.0,470.0,0.0
madelon,feat_230,0.5,480.0,480.0,0.0
madelon,feat_230,0.75,490.0,490.0,0.0
madelon,feat_230,1.0,535.0,535.0,0.0
madelon,feat_231,0.0,420.0,420.0,0.0
madelon,feat_231,0.25,469.0,469.0,0.0
madelon,feat_231,0.5,483.0,483.0,0.0
madelon,feat_231,0.75,495.0,495.0,0.0
madelon,feat_231,1.0,568.0,568.0,0.0
madelon,feat_232,0.0,430.0,430.0,0.0
madelon,feat_232,0.25,469.0,469.0,0.0
madelon,feat_232,0.5,478.0,478.0,0.0
madelon,feat_232,0.75,487.0,487.0,0.0
madelon,feat_232,1.0,530.0,530.0,0.0
madelon,feat_233,0.0,422.0,422.0,0.0
madelon,feat_233,0.25,472.0,472.0,0.0
madelon,feat_233,0.5,484.0,484.0,0.0
madelon,feat_233,0.75,496.0,496.0,0.0
madelon,feat_233,1.0,565.0,565.0,0.0
madelon,feat_234,0.0,427.0,427.0,0.0
madelon,feat_234,0.25,477.0,477.0,0.0
madelon,feat_234,0.5,492.0,492.0,0.0
madelon,feat_234,0.75,506.0,506.0,0.0
madelon,feat_234,1.0,564.0,564.0,0.0
madelon,feat_235,0.0,420.0,420.0,0.0
madelon,feat_235,0.25,481.0,481.0,0.0
madelon,feat_235,0.5,496.0,496.0,0.0
madelon,feat_235,0.75,512.0,512.0,0.0
madelon,feat_235,1.0,583.0,583.0,0.0
madelon,feat_236,0.0,430.0,430.0,0.0
madelon,feat_236,0.25,475.0,475.0,0.0
madelon,feat_236,0.5,483.0,483.0,0.0
madelon,feat_236,0.75,491.0,491.0,0.0
madelon,feat_236,1.0,529.0,529.0,0.0
madelon,feat_237,0.0,468.0,468.0,0.0
madelon,feat_237,0.25,476.0,476.0,0.0
madelon,feat_237,0.5,478.0,478.0,0.0
madelon,feat_237,0.75,480.0,480.0,0.0
madelon,feat_237,1.0,488.0,488.0,0.0
madelon,feat_238,0.0,410.0,410.0,0.0
madelon,feat_238,0.25,463.0,463.0,0.0
madelon,feat_238,0.5,476.0,476.0,0.0
madelon,feat_238,0.75,489.0,489.0,0.0
madelon,feat_238,1.0,542.0,542.0,0.0
madelon,feat_239,0.0,458.0,458.0,0.0
madelon,feat_239,0.25,474.0,474.0,0.0
madelon,feat_239,0.5,478.0,478.0,0.0
madelon,feat_239,0.75,482.0,482.0,0.0
madelon,feat_239,1.0,499.0,499.0,0.0
madelon,feat_240,0.0,385.0,385.0,0.0
madelon,feat_240,0.25,478.0,478.0,0.0
madelon,feat_240,0.5,498.0,498.0,0.0
madelon,feat_240,0.75,516.0,516.0,0.0
madelon,feat_240,1.0,603.0,603.0,0.0
madelon,feat_241,0.0,333.0,333.0,0.0
madelon,feat_241,0.25,454.0,454.0,0.0
madelon,feat_241,0.5,498.5,498.5,0.0
madelon,feat_241,0.75,543.0,543.0,0.0
madelon,feat_241,1.0,653.0,653.0,0.0
madelon,feat_242,0.0,402.0,402.0,0.0
madelon,feat_242,0.25,472.0,472.0,0.0
madelon,feat_242,0.5,490.0,490.0,0.0
madelon,feat_242,0.75,509.0,509.0,0.0
madelon,feat_242,1.0,601.0,601.0,0.0
madelon,feat_243,0.0,430.0,430.0,0.0
madelon,feat_243,0.25,469.0,469.0,0.0
madelon,feat_243,0.5,479.0,479.0,0.0
madelon,feat_243,0.75,489.0,489.0,0.0
madelon,feat_243,1.0,530.0,530.0,0.0
madelon,feat_244,0.0,371.0,371.0,0.0
madelon,feat_244,0.25,483.0,483.0,0.0
madelon,feat_244,0.5,507.0,507.0,0.0
madelon,feat_244,0.75,531.0,531.0,0.0
madelon,feat_244,1.0,642.0,642.0,0.0
madelon,feat_245,0.0,394.0,394.0,0.0
madelon,feat_245,0.25,488.0,488.0,0.0
madelon,feat_245,0.5,510.0,510.0,0.0
madelon,feat_245,0.75,534.0,534.0,0.0
madelon,feat_245,1.0,626.0,626.0,0.0
madelon,feat_246,0.0,343.0,343.0,0.0
madelon,feat_246,0.25,453.0,453.0,0.0
madelon,feat_246,0.5,478.0,478.0,0.0
madelon,feat_246,0.75,501.0,501.0,0.0
madelon,feat_246,1.0,592.0,592.0,0.0
madelon,feat_247,0.0,468.0,468.0,0.0
madelon,feat_247,0.25,477.0,477.0,0.0
madelon,feat_247,0.5,479.0,479.0,0.0
madelon,feat_247,0.75,482.0,482.0,0.0
madelon,feat_247,1.0,492.0,492.0,0.0
madelon,feat_248,0.0,453.0,453.0,0.0
madelon,feat_248,0.25,476.0,476.0,0.0
madelon,feat_248,0.5,481.0,481.0,0.0
madelon,feat_248,0.75,487.0,487.0,0.0
madelon,feat_248,1.0,515.0,515.0,0.0
madelon,feat_249,0.0,401.0,401.0,0.0
madelon,feat_249,0.25,480.0,480.0,0.0
madelon,feat_249,0.5,499.0,499.0,0.0
madelon,feat_249,0.75,517.0,517.0,0.0
madelon,feat_249,1.0,584.0,584.0,0.0
madelon,feat_250,0.0,383.0,383.0,0.0
madelon,feat_250,0.25,469.0,469.0,0.0
madelon,feat_250,0.5,490.0,490.0,0.0
madelon,feat_250,0.75,510.0,510.0,0.0
madelon,feat_250,1.0,586.0,586.0,0.0
madelon,feat_251,0.0,379.0,379.0,0.0
madelon,feat_251,0.25,475.0,475.0,0.0
madelon,feat_251,0.5,494.0,494.0,0.0
madelon,feat_251,0.75,514.0,514.0,0.0
madelon,feat_251,1.0,590.0,590.0,0.0
madelon,feat_252,0.0,464.0,464.0,0.0
madelon,feat_252,0.25,474.0,474.0,0.0
madelon,feat_252,0.5,477.0,477.0,0.0
madelon,feat_252,0.75,479.0,479.0,0.0
madelon,feat_252,1.0,493.0,493.0,0.0
madelon,feat_253,0.0,395.0,395.0,0.0
madelon,feat_253,0.25,485.0,485.0,0.0
madelon,feat_253,0.5,508.0,508.0,0.0
madelon,feat_253,0.75,530.0,530.0,0.0
madelon,feat_253,1.0,643.0,643.0,0.0
madelon,feat_254,0.0,453.0,453.0,0.0
madelon,feat_254,0.25,473.0,473.0,0.0
madelon,feat_254,0.5,478.0,478.0,0.0
madelon,feat_254,0.75,483.0,483.0,0.0
madelon,feat_254,1.0,506.0,506.0,0.0
madelon,feat_255,0.0,389.0,389.0,0.0
madelon,feat_255,0.25,471.0,471.0,0.0
madelon,feat_255,0.5,492.0,492.0,0.0
madelon,feat_255,0.75,513.0,513.0,0.0
madelon,feat_255,1.0,628.0,628.0,0.0
madelon,feat_256,0.0,350.0,350.0,0.0
madelon,feat_256,0.25,474.0,474.0,0.0
madelon,feat_256,0.5,501.0,501.0,0.0
madelon,feat_256,0.75,527.25,527.25,0.0
madelon,feat_256,1.0,688.0,688.0,0.0
madelon,feat_257,0.0,330.0,330.0,0.0
madelon,feat_257,0.25,463.0,463.0,0.0
madelon,feat_257,0.5,492.0,492.0,0.0
madelon,feat_257,0.75,519.25,519.25,0.0
madelon,feat_257,1.0,647.0,647.0,0.0
madelon,feat_258,0.0,455.0,455.0,0.0
madelon,feat_258,0.25,479.0,479.0,0.0
madelon,feat_258,0.5,485.0,485.0,0.0
madelon,feat_258,0.75,492.0,492.0,0.0
madelon,feat_258,1.0,520.0,520.0,0.0
madelon,feat_259,0.0,447.0,447.0,0.0
madelon,feat_259,0.25,478.0,478.0,0.0
madelon,feat_259,0.5,485.0,485.0,0.0
madelon,feat_259,0.75,493.0,493.0,0.0
madelon,feat_259,1.0,527.0,527.0,0.0
madelon,feat_260,0.0,419.0,419.0,0.0
madelon,feat_260,0.25,480.0,480.0,0.0
madelon,feat_260,0.5,490.0,490.0,0.0
madelon,feat_260,0.75,502.0,502.0,0.0
madelon,feat_260,1.0,551.0,551.0,0.0
madelon,feat_261,0.0,461.0,461.0,0.0
madelon,feat_261,0.25,475.0,475.0,0.0
madelon,feat_261,0.5,479.0,479.0,0.0
madelon,feat_261,0.75,482.0,482.0,0.0
madelon,feat_261,1.0,502.0,502.0,0.0
madelon,feat_262,0.0,432.0,432.0,0.0
madelon,feat_262,0.25,482.0,482.0,0.0
madelon,feat_262,0.5,494.0,494.0,0.0
madelon,feat_262,0.75,507.0,507.0,0.0
madelon,feat_262,1.0,560.0,560.0,0.0
madelon,feat_263,0.0,355.0,355.0,0.0
madelon,feat_263,0.25,462.0,462.0,0.0
madelon,feat_263,0.5,485.0,485.0,0.0
madelon,feat_263,0.75,506.0,506.0,0.0
madelon,feat_263,1.0,610.0,610.0,0.0
madelon,feat_264,0.0,450.0,450.0,0.0
madelon,feat_264,0.25,473.0,473.0,0.0
madelon,feat_264,0.5,479.0,479.0,0.0
madelon,feat_264,0.75,485.0,485.0,0.0
madelon,feat_264,1.0,513.0,513.0,0.0
madelon,feat_265,0.0,425.0,425.0,0.0
madelon,feat_265,0.25,480.0,480.0,0.0
madelon,feat_265,0.5,494.0,494.0,0.0
madelon,feat_265,0.75,508.0,508.0,0.0
madelon,feat_265,1.0,571.0,571.0,0.0
madelon,feat_266,0.0,332.0,332.0,0.0
madelon,feat_266,0.25,473.0,473.0,0.0
madelon,feat_266,0.5,500.0,500.0,0.0
madelon,feat_266,0.75,528.0,528.0,0.0
madelon,feat_266,1.0,632.0,632.0,0.0
madelon,feat_267,0.0,431.0,431.0,0.0
madelon,feat_267,0.25,480.0,480.0,0.0
madelon,feat_267,0.5,489.0,489.0,0.0
madelon,feat_267,0.75,499.0,499.0,0.0
madelon,feat_267,1.0,554.0,554.0,0.0
madelon,feat_268,0.0,393.0,393.0,0.0
madelon,feat_268,0.25,465.0,465.0,0.0
madelon,feat_268,0.5,484.0,484.0,0.0
madelon,feat_268,0.75,504.0,504.0,0.0
madelon,feat_268,1.0,605.0,605.0,0.0
madelon,feat_269,0.0,421.0,421.0,0.0
madelon,feat_269,0.25,478.0,478.0,0.0
madelon,feat_269,0.5,492.0,492.0,0.0
madelon,feat_269,0.75,506.0,506.0,0.0
madelon,feat_269,1.0,590.0,590.0,0.0
madelon,feat_270,0.0,440.0,440.0,0.0
madelon,feat_270,0.25,474.0,474.0,0.0
madelon,feat_270,0.5,484.0,484.0,0.0
madelon,feat_270,0.75,493.0,493.0,0.0
madelon,feat_270,1.0,529.0,529.0,0.0
madelon,feat_271,0.0,369.0,369.0,0.0
madelon,feat_271,0.25,471.0,471.0,0.0
madelon,feat_271,0.5,499.0,499.0,0.0
madelon,feat_271,0.75,526.0,526.0,0.0
madelon,feat_271,1.0,639.0,639.0,0.0
madelon,feat_272,0.0,318.0,318.0,0.0
madelon,feat_272,0.25,456.0,456.0,0.0
madelon,feat_272,0.5,485.0,485.0,0.0
madelon,feat_272,0.75,513.0,513.0,0.0
madelon,feat_272,1.0,613.0,613.0,0.0
madelon,feat_273,0.0,354.0,354.0,0.0
madelon,feat_273,0.25,459.75,459.75,0.0
madelon,feat_273,0.5,487.0,487.0,0.0
madelon,feat_273,0.75,515.0,515.0,0.0
madelon,feat_273,1.0,692.0,692.0,0.0
madelon,feat_274,0.0,423.0,423.0,0.0
madelon,feat_274,0.25,467.0,467.0,0.0
madelon,feat_274,0.5,477.0,477.0,0.0
madelon,feat_274,0.75,487.0,487.0,0.0
madelon,feat_274,1.0,531.0,531.0,0.0
madelon,feat_275,0.0,442.0,442.0,0.0
madelon,feat_275,0.25,477.0,477.0,0.0
madelon,feat_275,0.5,485.0,485.0,0.0
madelon,feat_275,0.75,492.0,492.0,0.0
madelon,feat_275,1.0,529.0,529.0,0.0
madelon,feat_276,0.0,474.0,474.0,0.0
madelon,feat_276,0.25,476.0,476.0,0.0
madelon,feat_276,0.5,476.0,476.0,0.0
madelon,feat_276,0.75,477.0,477.0,0.0
madelon,feat_276,1.0,478.0,478.0,0.0
madelon,feat_277,0.0,387.0,387.0,0.0
madelon,feat_277,0.25,474.0,474.0,0.0
madelon,feat_277,0.5,495.0,495.0,0.0
madelon,feat_277,0.75,517.0,517.0,0.0
madelon,feat_277,1.0,613.0,613.0,0.0
madelon,feat_278,0.0,394.0,394.0,0.0
madelon,feat_278,0.25,481.75,481.75,0.0
madelon,feat_278,0.5,496.0,496.0,0.0
madelon,feat_278,0.75,511.0,511.0,0.0
madelon,feat_278,1.0,576.0,576.0,0.0
madelon,feat_279,0.0,387.0,387.0,0.0
madelon,feat_279,0.25,471.0,471.0,0.0
madelon,feat_279,0.5,493.0,493.0,0.0
madelon,feat_279,0.75,514.0,514.0,0.0
madelon,feat_279,1.0,593.0,593.0,0.0
madelon,feat_280,0.0,473.0,473.0,0.0
madelon,feat_280,0.25,476.0,476.0,0.0
madelon,feat_280,0.5,477.0,477.0,0.0
madelon,feat_280,0.75,478.0,478.0,0.0
madelon,feat_280,1.0,482.0,482.0,0.0
madelon,feat_281,0.0,317.0,317.0,0.0
madelon,feat_281,0.25,435.0,435.0,0.0
madelon,feat_281,0.5,480.0,480.0,0.0
madelon,feat_281,0.75,522.0,522.0,0.0
madelon,feat_281,1.0,646.0,646.0,0.0
madelon,feat_282,0.0,420.0,420.0,0.0
madelon,feat_282,0.25,470.0,470.0,0.0
