dataset,variable,mediana_raw,mediana_processed,delta_mediana_abs,iqr_raw,iqr_processed,delta_iqr_abs,ks_statistic,ks_p_value,wasserstein_distance,psi,js_divergence,max_delta_percentil,spearman_raw_processed,score_shift
madelon,feat_370,487.5,487.5,0.0,44.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_371,490.0,490.0,0.0,55.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_372,497.0,497.0,0.0,29.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_373,488.0,488.0,0.0,31.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_374,500.0,500.0,0.0,36.0,36.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_375,492.0,492.0,0.0,36.0,36.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_376,481.0,481.0,0.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_377,483.0,483.0,0.0,27.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_378,496.0,496.0,0.0,96.5,96.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_379,481.0,481.0,0.0,46.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_380,481.0,481.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_381,479.0,479.0,0.0,29.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_382,497.0,497.0,0.0,46.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_383,484.0,484.0,0.0,18.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_384,480.0,480.0,0.0,23.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_385,477.0,477.0,0.0,16.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_386,493.0,493.0,0.0,35.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_387,477.0,477.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_388,495.0,495.0,0.0,26.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_389,484.0,484.0,0.0,48.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_390,477.0,477.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_391,493.0,493.0,0.0,48.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_392,476.0,476.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_393,488.0,488.0,0.0,44.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_394,478.0,478.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_395,484.0,484.0,0.0,26.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_396,484.0,484.0,0.0,14.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_397,482.0,482.0,0.0,57.0,57.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_398,510.0,510.0,0.0,50.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_399,481.0,481.0,0.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_400,477.0,477.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_401,490.0,490.0,0.0,40.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_402,476.0,476.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_403,487.0,487.0,0.0,38.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_404,477.0,477.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_405,476.0,476.0,0.0,44.25,44.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_406,482.0,482.0,0.0,45.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_407,478.0,478.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_408,482.0,482.0,0.0,37.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_409,478.0,478.0,0.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_410,489.0,489.0,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_411,492.0,492.0,0.0,57.0,57.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_412,488.0,488.0,0.0,39.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_413,485.0,485.0,0.0,24.25,24.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_414,492.0,492.0,0.0,45.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_415,517.0,517.0,0.0,57.0,57.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_416,484.0,484.0,0.0,16.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_417,507.0,507.0,0.0,52.0,52.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_418,510.0,510.0,0.0,56.0,56.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_419,497.0,497.0,0.0,47.0,47.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_420,480.0,480.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_421,479.0,479.0,0.0,18.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_422,478.0,478.0,0.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_423,476.0,476.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0
madelon,feat_424,485.0,485.0,0.0,16.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_425,489.0,489.0,0.0,21.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_426,491.0,491.0,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_427,484.0,484.0,0.0,48.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_428,484.5,484.5,0.0,46.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_429,477.0,477.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_430,494.0,494.0,0.0,29.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_431,506.0,506.0,0.0,43.0,43.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_432,479.0,479.0,0.0,36.0,36.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_433,499.5,499.5,0.0,117.0,117.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_434,489.0,489.0,0.0,28.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_435,500.0,500.0,0.0,48.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_436,477.0,477.0,0.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_437,516.0,516.0,0.0,56.0,56.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_438,486.0,486.0,0.0,41.0,41.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_439,485.0,485.0,0.0,14.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_440,489.0,489.0,0.0,54.0,54.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_441,480.0,480.0,0.0,22.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_442,494.0,494.0,0.0,133.0,133.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_443,502.0,502.0,0.0,58.0,58.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_444,492.0,492.0,0.0,26.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_445,477.0,477.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_446,480.0,480.0,0.0,14.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_447,486.0,486.0,0.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_448,484.0,484.0,0.0,53.0,53.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_449,477.0,477.0,0.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_450,488.0,488.0,0.0,19.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_451,478.0,478.0,0.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_452,489.0,489.0,0.0,24.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_453,487.5,487.5,0.0,163.25,163.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_454,480.0,480.0,0.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_455,504.5,504.5,0.0,131.0,131.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_456,480.0,480.0,0.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_457,480.0,480.0,0.0,43.0,43.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_458,491.0,491.0,0.0,59.0,59.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_459,486.0,486.0,0.0,45.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_460,502.0,502.0,0.0,49.0,49.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_461,483.0,483.0,0.0,31.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_462,494.0,494.0,0.0,45.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_463,481.0,481.0,0.0,58.0,58.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_464,485.0,485.0,0.0,23.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_465,490.0,490.0,0.0,26.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_466,481.0,481.0,0.0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_467,510.0,510.0,0.0,49.0,49.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_468,481.0,481.0,0.0,27.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_469,481.0,481.0,0.0,52.0,52.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_470,515.0,515.0,0.0,55.25,55.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_471,479.0,479.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_472,480.0,480.0,0.0,61.0,61.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_473,478.0,478.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_474,479.0,479.0,0.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_475,485.5,485.5,0.0,123.25,123.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_476,482.0,482.0,0.0,21.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_477,488.0,488.0,0.0,23.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_478,483.0,483.0,0.0,51.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_479,487.0,487.0,0.0,16.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_480,486.0,486.0,0.0,27.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_481,478.0,478.0,0.0,37.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_482,478.0,478.0,0.0,13.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_483,497.0,497.0,0.0,46.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_484,501.0,501.0,0.0,48.25,48.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_485,483.0,483.0,0.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_486,479.0,479.0,0.0,13.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_487,482.0,482.0,0.0,46.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_488,490.0,490.0,0.0,30.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_489,480.0,480.0,0.0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_490,482.0,482.0,0.0,28.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_491,479.0,479.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_492,486.0,486.0,0.0,31.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_493,504.0,504.0,0.0,182.0,182.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_494,492.0,492.0,0.0,47.0,47.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_495,511.0,511.0,0.0,49.0,49.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_496,478.0,478.0,0.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_497,483.0,483.0,0.0,18.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_498,508.0,508.0,0.0,51.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_499,490.0,490.0,0.0,34.25,34.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
olive_oil,area,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
olive_oil,palmitic,3.0,3.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
olive_oil,palmitoleic,1201.0,1201.0,0.0,265.0,265.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
olive_oil,stearic,110.0,110.0,0.0,81.5,81.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
olive_oil,oleic,223.0,223.0,0.0,44.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
olive_oil,linoleic,7302.5,7302.5,0.0,680.0,680.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
olive_oil,linolenic,1030.0,1030.0,0.0,410.0,410.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
olive_oil,arachidic,33.0,33.0,0.0,14.25,14.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
olive_oil,eicosenoic,61.0,61.0,0.0,20.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
olive_oil,other,17.0,17.0,0.0,26.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
