dataset,method,family,seed,k,feature,rank,score,selected,elapsed_seconds,sample_size,status,feature_key,source,has_previous_evidence,evidence_source
madelon,mutual_info,filtros supervisados,42,50,feat_86,11,0.029351666734517723,True,0.9828604506328702,1400,ok,feat_86,,False,
madelon,mutual_info,filtros supervisados,42,15,feat_110,13,0.028434213665693875,True,0.9828604506328702,1400,ok,feat_110,,False,
madelon,mutual_info,filtros supervisados,42,20,feat_110,13,0.028434213665693875,True,0.9828604506328702,1400,ok,feat_110,,False,
madelon,mutual_info,filtros supervisados,42,22,feat_110,13,0.028434213665693875,True,0.9828604506328702,1400,ok,feat_110,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_110,13,0.028434213665693875,True,0.9828604506328702,1400,ok,feat_110,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_110,13,0.028434213665693875,True,0.9828604506328702,1400,ok,feat_110,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_114,38,0.021743919832542424,True,0.9828604506328702,1400,ok,feat_114,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_123,36,0.022618879224187483,True,0.9828604506328702,1400,ok,feat_123,,False,
madelon,mutual_info,filtros supervisados,42,20,feat_127,20,0.025885470450458747,True,0.9828604506328702,1400,ok,feat_127,,False,
madelon,mutual_info,filtros supervisados,42,22,feat_127,20,0.025885470450458747,True,0.9828604506328702,1400,ok,feat_127,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_127,20,0.025885470450458747,True,0.9828604506328702,1400,ok,feat_127,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_127,20,0.025885470450458747,True,0.9828604506328702,1400,ok,feat_127,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_148,47,0.020070381842938634,True,0.9828604506328702,1400,ok,feat_148,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_158,33,0.023215474771534517,True,0.9828604506328702,1400,ok,feat_158,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_176,30,0.023612840011336678,True,0.9828604506328702,1400,ok,feat_176,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_176,30,0.023612840011336678,True,0.9828604506328702,1400,ok,feat_176,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_185,39,0.021695689514160676,True,0.9828604506328702,1400,ok,feat_185,,False,
madelon,mutual_info,filtros supervisados,42,10,feat_191,8,0.031207653927579182,True,0.9828604506328702,1400,ok,feat_191,,False,
madelon,mutual_info,filtros supervisados,42,15,feat_191,8,0.031207653927579182,True,0.9828604506328702,1400,ok,feat_191,,False,
madelon,mutual_info,filtros supervisados,42,20,feat_191,8,0.031207653927579182,True,0.9828604506328702,1400,ok,feat_191,,False,
madelon,mutual_info,filtros supervisados,42,22,feat_191,8,0.031207653927579182,True,0.9828604506328702,1400,ok,feat_191,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_191,8,0.031207653927579182,True,0.9828604506328702,1400,ok,feat_191,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_191,8,0.031207653927579182,True,0.9828604506328702,1400,ok,feat_191,,False,
madelon,mutual_info,filtros supervisados,42,5,feat_192,5,0.03277812890017162,True,0.9828604506328702,1400,ok,feat_192,,False,
madelon,mutual_info,filtros supervisados,42,10,feat_192,5,0.03277812890017162,True,0.9828604506328702,1400,ok,feat_192,,False,
madelon,mutual_info,filtros supervisados,42,15,feat_192,5,0.03277812890017162,True,0.9828604506328702,1400,ok,feat_192,,False,
madelon,mutual_info,filtros supervisados,42,20,feat_192,5,0.03277812890017162,True,0.9828604506328702,1400,ok,feat_192,,False,
madelon,mutual_info,filtros supervisados,42,22,feat_192,5,0.03277812890017162,True,0.9828604506328702,1400,ok,feat_192,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_192,5,0.03277812890017162,True,0.9828604506328702,1400,ok,feat_192,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_192,5,0.03277812890017162,True,0.9828604506328702,1400,ok,feat_192,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_222,26,0.024205234793442942,True,0.9828604506328702,1400,ok,feat_222,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_222,26,0.024205234793442942,True,0.9828604506328702,1400,ok,feat_222,,False,
madelon,mutual_info,filtros supervisados,42,15,feat_239,15,0.028212883408648803,True,0.9828604506328702,1400,ok,feat_239,,False,
madelon,mutual_info,filtros supervisados,42,20,feat_239,15,0.028212883408648803,True,0.9828604506328702,1400,ok,feat_239,,False,
madelon,mutual_info,filtros supervisados,42,22,feat_239,15,0.028212883408648803,True,0.9828604506328702,1400,ok,feat_239,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_239,15,0.028212883408648803,True,0.9828604506328702,1400,ok,feat_239,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_239,15,0.028212883408648803,True,0.9828604506328702,1400,ok,feat_239,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_248,43,0.02026020909883175,True,0.9828604506328702,1400,ok,feat_248,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_264,24,0.025294877511651714,True,0.9828604506328702,1400,ok,feat_264,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_264,24,0.025294877511651714,True,0.9828604506328702,1400,ok,feat_264,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_270,34,0.023072332491312242,True,0.9828604506328702,1400,ok,feat_270,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_280,31,0.023335095755126156,True,0.9828604506328702,1400,ok,feat_280,,False,
madelon,mutual_info,filtros supervisados,42,5,feat_294,4,0.033559447208994175,True,0.9828604506328702,1400,ok,feat_294,,False,
madelon,mutual_info,filtros supervisados,42,10,feat_294,4,0.033559447208994175,True,0.9828604506328702,1400,ok,feat_294,,False,
madelon,mutual_info,filtros supervisados,42,15,feat_294,4,0.033559447208994175,True,0.9828604506328702,1400,ok,feat_294,,False,
madelon,mutual_info,filtros supervisados,42,20,feat_294,4,0.033559447208994175,True,0.9828604506328702,1400,ok,feat_294,,False,
madelon,mutual_info,filtros supervisados,42,22,feat_294,4,0.033559447208994175,True,0.9828604506328702,1400,ok,feat_294,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_294,4,0.033559447208994175,True,0.9828604506328702,1400,ok,feat_294,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_294,4,0.033559447208994175,True,0.9828604506328702,1400,ok,feat_294,,False,
madelon,mutual_info,filtros supervisados,42,10,feat_309,6,0.03229986587063127,True,0.9828604506328702,1400,ok,feat_309,,False,
madelon,mutual_info,filtros supervisados,42,15,feat_309,6,0.03229986587063127,True,0.9828604506328702,1400,ok,feat_309,,False,
madelon,mutual_info,filtros supervisados,42,20,feat_309,6,0.03229986587063127,True,0.9828604506328702,1400,ok,feat_309,,False,
madelon,mutual_info,filtros supervisados,42,22,feat_309,6,0.03229986587063127,True,0.9828604506328702,1400,ok,feat_309,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_309,6,0.03229986587063127,True,0.9828604506328702,1400,ok,feat_309,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_309,6,0.03229986587063127,True,0.9828604506328702,1400,ok,feat_309,,False,
madelon,mutual_info,filtros supervisados,42,5,feat_337,3,0.03489041957463068,True,0.9828604506328702,1400,ok,feat_337,,False,
madelon,mutual_info,filtros supervisados,42,10,feat_337,3,0.03489041957463068,True,0.9828604506328702,1400,ok,feat_337,,False,
madelon,mutual_info,filtros supervisados,42,15,feat_337,3,0.03489041957463068,True,0.9828604506328702,1400,ok,feat_337,,False,
madelon,mutual_info,filtros supervisados,42,20,feat_337,3,0.03489041957463068,True,0.9828604506328702,1400,ok,feat_337,,False,
madelon,mutual_info,filtros supervisados,42,22,feat_337,3,0.03489041957463068,True,0.9828604506328702,1400,ok,feat_337,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_337,3,0.03489041957463068,True,0.9828604506328702,1400,ok,feat_337,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_337,3,0.03489041957463068,True,0.9828604506328702,1400,ok,feat_337,,False,
madelon,mutual_info,filtros supervisados,42,20,feat_338,17,0.027241755115594568,True,0.9828604506328702,1400,ok,feat_338,,False,
madelon,mutual_info,filtros supervisados,42,22,feat_338,17,0.027241755115594568,True,0.9828604506328702,1400,ok,feat_338,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_338,17,0.027241755115594568,True,0.9828604506328702,1400,ok,feat_338,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_338,17,0.027241755115594568,True,0.9828604506328702,1400,ok,feat_338,,False,
madelon,mutual_info,filtros supervisados,42,20,feat_341,18,0.026409427935550678,True,0.9828604506328702,1400,ok,feat_341,,False,
madelon,mutual_info,filtros supervisados,42,22,feat_341,18,0.026409427935550678,True,0.9828604506328702,1400,ok,feat_341,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_341,18,0.026409427935550678,True,0.9828604506328702,1400,ok,feat_341,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_341,18,0.026409427935550678,True,0.9828604506328702,1400,ok,feat_341,,False,
madelon,mutual_info,filtros supervisados,42,10,feat_349,9,0.030623394279050586,True,0.9828604506328702,1400,ok,feat_349,,False,
madelon,mutual_info,filtros supervisados,42,15,feat_349,9,0.030623394279050586,True,0.9828604506328702,1400,ok,feat_349,,False,
madelon,mutual_info,filtros supervisados,42,20,feat_349,9,0.030623394279050586,True,0.9828604506328702,1400,ok,feat_349,,False,
madelon,mutual_info,filtros supervisados,42,22,feat_349,9,0.030623394279050586,True,0.9828604506328702,1400,ok,feat_349,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_349,9,0.030623394279050586,True,0.9828604506328702,1400,ok,feat_349,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_349,9,0.030623394279050586,True,0.9828604506328702,1400,ok,feat_349,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_352,48,0.019988938702561354,True,0.9828604506328702,1400,ok,feat_352,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_379,46,0.020102024701897925,True,0.9828604506328702,1400,ok,feat_379,,False,
madelon,mutual_info,filtros supervisados,42,5,feat_381,2,0.04048370052275985,True,0.9828604506328702,1400,ok,feat_381,,False,
madelon,mutual_info,filtros supervisados,42,10,feat_381,2,0.04048370052275985,True,0.9828604506328702,1400,ok,feat_381,,False,
madelon,mutual_info,filtros supervisados,42,15,feat_381,2,0.04048370052275985,True,0.9828604506328702,1400,ok,feat_381,,False,
madelon,mutual_info,filtros supervisados,42,20,feat_381,2,0.04048370052275985,True,0.9828604506328702,1400,ok,feat_381,,False,
madelon,mutual_info,filtros supervisados,42,22,feat_381,2,0.04048370052275985,True,0.9828604506328702,1400,ok,feat_381,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_381,2,0.04048370052275985,True,0.9828604506328702,1400,ok,feat_381,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_381,2,0.04048370052275985,True,0.9828604506328702,1400,ok,feat_381,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_426,23,0.025488997583922757,True,0.9828604506328702,1400,ok,feat_426,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_426,23,0.025488997583922757,True,0.9828604506328702,1400,ok,feat_426,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_429,40,0.021343743619866462,True,0.9828604506328702,1400,ok,feat_429,,False,
madelon,mutual_info,filtros supervisados,42,20,feat_434,16,0.027661882821933936,True,0.9828604506328702,1400,ok,feat_434,,False,
madelon,mutual_info,filtros supervisados,42,22,feat_434,16,0.027661882821933936,True,0.9828604506328702,1400,ok,feat_434,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_434,16,0.027661882821933936,True,0.9828604506328702,1400,ok,feat_434,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_434,16,0.027661882821933936,True,0.9828604506328702,1400,ok,feat_434,,False,
madelon,mutual_info,filtros supervisados,42,20,feat_438,19,0.026159377099365333,True,0.9828604506328702,1400,ok,feat_438,,False,
madelon,mutual_info,filtros supervisados,42,22,feat_438,19,0.026159377099365333,True,0.9828604506328702,1400,ok,feat_438,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_438,19,0.026159377099365333,True,0.9828604506328702,1400,ok,feat_438,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_438,19,0.026159377099365333,True,0.9828604506328702,1400,ok,feat_438,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_455,42,0.020366567726198825,True,0.9828604506328702,1400,ok,feat_455,,False,
madelon,mutual_info,filtros supervisados,42,15,feat_477,14,0.02841727572869801,True,0.9828604506328702,1400,ok,feat_477,,False,
madelon,mutual_info,filtros supervisados,42,20,feat_477,14,0.02841727572869801,True,0.9828604506328702,1400,ok,feat_477,,False,
madelon,mutual_info,filtros supervisados,42,22,feat_477,14,0.02841727572869801,True,0.9828604506328702,1400,ok,feat_477,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_477,14,0.02841727572869801,True,0.9828604506328702,1400,ok,feat_477,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_477,14,0.02841727572869801,True,0.9828604506328702,1400,ok,feat_477,,False,
madelon,mutual_info,filtros supervisados,42,15,feat_478,12,0.028794937675576948,True,0.9828604506328702,1400,ok,feat_478,,False,
madelon,mutual_info,filtros supervisados,42,20,feat_478,12,0.028794937675576948,True,0.9828604506328702,1400,ok,feat_478,,False,
madelon,mutual_info,filtros supervisados,42,22,feat_478,12,0.028794937675576948,True,0.9828604506328702,1400,ok,feat_478,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_478,12,0.028794937675576948,True,0.9828604506328702,1400,ok,feat_478,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_478,12,0.028794937675576948,True,0.9828604506328702,1400,ok,feat_478,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_479,50,0.01992040744390411,True,0.9828604506328702,1400,ok,feat_479,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_488,29,0.023853323733963316,True,0.9828604506328702,1400,ok,feat_488,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_488,29,0.023853323733963316,True,0.9828604506328702,1400,ok,feat_488,,False,
madelon,mrmr_approx,relevancia-redundancia,42,15,feat_2,11,490.0117569431942,True,1.7848925031721592,1400,ok,feat_2,,False,
madelon,mrmr_approx,relevancia-redundancia,42,20,feat_2,11,490.0117569431942,True,1.7848925031721592,1400,ok,feat_2,,False,
madelon,mrmr_approx,relevancia-redundancia,42,22,feat_2,11,490.0117569431942,True,1.7848925031721592,1400,ok,feat_2,,False,
madelon,mrmr_approx,relevancia-redundancia,42,30,feat_2,11,490.0117569431942,True,1.7848925031721592,1400,ok,feat_2,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_2,11,490.0117569431942,True,1.7848925031721592,1400,ok,feat_2,,False,
madelon,mrmr_approx,relevancia-redundancia,42,30,feat_25,25,476.0032759411669,True,1.7848925031721592,1400,ok,feat_25,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_25,25,476.0032759411669,True,1.7848925031721592,1400,ok,feat_25,,False,
madelon,mrmr_approx,relevancia-redundancia,42,30,feat_29,30,471.00246675613545,True,1.7848925031721592,1400,ok,feat_29,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_29,30,471.00246675613545,True,1.7848925031721592,1400,ok,feat_29,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_36,49,451.99824199174833,True,1.7848925031721592,1400,ok,feat_36,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_38,41,459.99958161171446,True,1.7848925031721592,1400,ok,feat_38,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_51,35,466.00065781925167,True,1.7848925031721592,1400,ok,feat_51,,False,
madelon,mrmr_approx,relevancia-redundancia,42,5,feat_86,4,497.01755129230287,True,1.7848925031721592,1400,ok,feat_86,,False,
madelon,mrmr_approx,relevancia-redundancia,42,10,feat_86,4,497.01755129230287,True,1.7848925031721592,1400,ok,feat_86,,False,
madelon,mrmr_approx,relevancia-redundancia,42,15,feat_86,4,497.01755129230287,True,1.7848925031721592,1400,ok,feat_86,,False,
madelon,mrmr_approx,relevancia-redundancia,42,20,feat_86,4,497.01755129230287,True,1.7848925031721592,1400,ok,feat_86,,False,
madelon,mrmr_approx,relevancia-redundancia,42,22,feat_86,4,497.01755129230287,True,1.7848925031721592,1400,ok,feat_86,,False,
madelon,mrmr_approx,relevancia-redundancia,42,30,feat_86,4,497.01755129230287,True,1.7848925031721592,1400,ok,feat_86,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_86,4,497.01755129230287,True,1.7848925031721592,1400,ok,feat_86,,False,
madelon,mrmr_approx,relevancia-redundancia,42,20,feat_110,18,483.00697800842704,True,1.7848925031721592,1400,ok,feat_110,,False,
madelon,mrmr_approx,relevancia-redundancia,42,22,feat_110,18,483.00697800842704,True,1.7848925031721592,1400,ok,feat_110,,False,
madelon,mrmr_approx,relevancia-redundancia,42,30,feat_110,18,483.00697800842704,True,1.7848925031721592,1400,ok,feat_110,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_110,18,483.00697800842704,True,1.7848925031721592,1400,ok,feat_110,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_114,37,464.00034103145725,True,1.7848925031721592,1400,ok,feat_114,,False,
madelon,mrmr_approx,relevancia-redundancia,42,10,feat_123,6,495.0143073109904,True,1.7848925031721592,1400,ok,feat_123,,False,
madelon,mrmr_approx,relevancia-redundancia,42,15,feat_123,6,495.0143073109904,True,1.7848925031721592,1400,ok,feat_123,,False,
madelon,mrmr_approx,relevancia-redundancia,42,20,feat_123,6,495.0143073109904,True,1.7848925031721592,1400,ok,feat_123,,False,
madelon,mrmr_approx,relevancia-redundancia,42,22,feat_123,6,495.0143073109904,True,1.7848925031721592,1400,ok,feat_123,,False,
madelon,mrmr_approx,relevancia-redundancia,42,30,feat_123,6,495.0143073109904,True,1.7848925031721592,1400,ok,feat_123,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_123,6,495.0143073109904,True,1.7848925031721592,1400,ok,feat_123,,False,
madelon,mrmr_approx,relevancia-redundancia,42,20,feat_127,17,484.006991616377,True,1.7848925031721592,1400,ok,feat_127,,False,
madelon,mrmr_approx,relevancia-redundancia,42,22,feat_127,17,484.006991616377,True,1.7848925031721592,1400,ok,feat_127,,False,
madelon,mrmr_approx,relevancia-redundancia,42,30,feat_127,17,484.006991616377,True,1.7848925031721592,1400,ok,feat_127,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_127,17,484.006991616377,True,1.7848925031721592,1400,ok,feat_127,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_155,42,458.9992245144836,True,1.7848925031721592,1400,ok,feat_155,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_158,47,453.9980161798976,True,1.7848925031721592,1400,ok,feat_158,,False,
madelon,mrmr_approx,relevancia-redundancia,42,5,feat_176,5,496.0164738248964,True,1.7848925031721592,1400,ok,feat_176,,False,
madelon,mrmr_approx,relevancia-redundancia,42,10,feat_176,5,496.0164738248964,True,1.7848925031721592,1400,ok,feat_176,,False,
madelon,mrmr_approx,relevancia-redundancia,42,15,feat_176,5,496.0164738248964,True,1.7848925031721592,1400,ok,feat_176,,False,
madelon,mrmr_approx,relevancia-redundancia,42,20,feat_176,5,496.0164738248964,True,1.7848925031721592,1400,ok,feat_176,,False,
madelon,mrmr_approx,relevancia-redundancia,42,22,feat_176,5,496.0164738248964,True,1.7848925031721592,1400,ok,feat_176,,False,
madelon,mrmr_approx,relevancia-redundancia,42,30,feat_176,5,496.0164738248964,True,1.7848925031721592,1400,ok,feat_176,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_176,5,496.0164738248964,True,1.7848925031721592,1400,ok,feat_176,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_185,39,461.999404332082,True,1.7848925031721592,1400,ok,feat_185,,False,
madelon,mrmr_approx,relevancia-redundancia,42,10,feat_191,10,491.0130149548844,True,1.7848925031721592,1400,ok,feat_191,,False,
madelon,mrmr_approx,relevancia-redundancia,42,15,feat_191,10,491.0130149548844,True,1.7848925031721592,1400,ok,feat_191,,False,
madelon,mrmr_approx,relevancia-redundancia,42,20,feat_191,10,491.0130149548844,True,1.7848925031721592,1400,ok,feat_191,,False,
madelon,mrmr_approx,relevancia-redundancia,42,22,feat_191,10,491.0130149548844,True,1.7848925031721592,1400,ok,feat_191,,False,
madelon,mrmr_approx,relevancia-redundancia,42,30,feat_191,10,491.0130149548844,True,1.7848925031721592,1400,ok,feat_191,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_191,10,491.0130149548844,True,1.7848925031721592,1400,ok,feat_191,,False,
madelon,mrmr_approx,relevancia-redundancia,42,10,feat_192,7,494.0138991098641,True,1.7848925031721592,1400,ok,feat_192,,False,
madelon,mrmr_approx,relevancia-redundancia,42,15,feat_192,7,494.0138991098641,True,1.7848925031721592,1400,ok,feat_192,,False,
madelon,mrmr_approx,relevancia-redundancia,42,20,feat_192,7,494.0138991098641,True,1.7848925031721592,1400,ok,feat_192,,False,
madelon,mrmr_approx,relevancia-redundancia,42,22,feat_192,7,494.0138991098641,True,1.7848925031721592,1400,ok,feat_192,,False,
madelon,mrmr_approx,relevancia-redundancia,42,30,feat_192,7,494.0138991098641,True,1.7848925031721592,1400,ok,feat_192,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_192,7,494.0138991098641,True,1.7848925031721592,1400,ok,feat_192,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_220,44,456.9990176605505,True,1.7848925031721592,1400,ok,feat_220,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_222,40,460.9997086709637,True,1.7848925031721592,1400,ok,feat_222,,False,
madelon,mrmr_approx,relevancia-redundancia,42,22,feat_239,21,480.00566140515286,True,1.7848925031721592,1400,ok,feat_239,,False,
madelon,mrmr_approx,relevancia-redundancia,42,30,feat_239,21,480.00566140515286,True,1.7848925031721592,1400,ok,feat_239,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_239,21,480.00566140515286,True,1.7848925031721592,1400,ok,feat_239,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_248,31,470.00145616302035,True,1.7848925031721592,1400,ok,feat_248,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_264,43,457.99880799582576,True,1.7848925031721592,1400,ok,feat_264,,False,
madelon,mrmr_approx,relevancia-redundancia,42,30,feat_270,27,474.00330397592285,True,1.7848925031721592,1400,ok,feat_270,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_270,27,474.00330397592285,True,1.7848925031721592,1400,ok,feat_270,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_275,50,450.9978514269538,True,1.7848925031721592,1400,ok,feat_275,,False,
madelon,mrmr_approx,relevancia-redundancia,42,30,feat_280,24,477.0042539258235,True,1.7848925031721592,1400,ok,feat_280,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_280,24,477.0042539258235,True,1.7848925031721592,1400,ok,feat_280,,False,
madelon,mrmr_approx,relevancia-redundancia,42,10,feat_294,9,492.01407647943114,True,1.7848925031721592,1400,ok,feat_294,,False,
madelon,mrmr_approx,relevancia-redundancia,42,15,feat_294,9,492.01407647943114,True,1.7848925031721592,1400,ok,feat_294,,False,
madelon,mrmr_approx,relevancia-redundancia,42,20,feat_294,9,492.01407647943114,True,1.7848925031721592,1400,ok,feat_294,,False,
madelon,mrmr_approx,relevancia-redundancia,42,22,feat_294,9,492.01407647943114,True,1.7848925031721592,1400,ok,feat_294,,False,
madelon,mrmr_approx,relevancia-redundancia,42,30,feat_294,9,492.01407647943114,True,1.7848925031721592,1400,ok,feat_294,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_294,9,492.01407647943114,True,1.7848925031721592,1400,ok,feat_294,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_301,38,462.99916032034974,True,1.7848925031721592,1400,ok,feat_301,,False,
madelon,mrmr_approx,relevancia-redundancia,42,10,feat_309,8,493.01382476824836,True,1.7848925031721592,1400,ok,feat_309,,False,
madelon,mrmr_approx,relevancia-redundancia,42,15,feat_309,8,493.01382476824836,True,1.7848925031721592,1400,ok,feat_309,,False,
madelon,mrmr_approx,relevancia-redundancia,42,20,feat_309,8,493.01382476824836,True,1.7848925031721592,1400,ok,feat_309,,False,
madelon,mrmr_approx,relevancia-redundancia,42,22,feat_309,8,493.01382476824836,True,1.7848925031721592,1400,ok,feat_309,,False,
madelon,mrmr_approx,relevancia-redundancia,42,30,feat_309,8,493.01382476824836,True,1.7848925031721592,1400,ok,feat_309,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_309,8,493.01382476824836,True,1.7848925031721592,1400,ok,feat_309,,False,
madelon,mrmr_approx,relevancia-redundancia,42,15,feat_337,13,488.01021428573915,True,1.7848925031721592,1400,ok,feat_337,,False,
madelon,mrmr_approx,relevancia-redundancia,42,20,feat_337,13,488.01021428573915,True,1.7848925031721592,1400,ok,feat_337,,False,
madelon,mrmr_approx,relevancia-redundancia,42,22,feat_337,13,488.01021428573915,True,1.7848925031721592,1400,ok,feat_337,,False,
madelon,mrmr_approx,relevancia-redundancia,42,30,feat_337,13,488.01021428573915,True,1.7848925031721592,1400,ok,feat_337,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_337,13,488.01021428573915,True,1.7848925031721592,1400,ok,feat_337,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_341,32,469.00140543673587,True,1.7848925031721592,1400,ok,feat_341,,False,
madelon,mrmr_approx,relevancia-redundancia,42,30,feat_349,23,478.0052954670932,True,1.7848925031721592,1400,ok,feat_349,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_349,23,478.0052954670932,True,1.7848925031721592,1400,ok,feat_349,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_356,34,467.00092826680475,True,1.7848925031721592,1400,ok,feat_356,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_379,46,454.99852897257557,True,1.7848925031721592,1400,ok,feat_379,,False,
madelon,mrmr_approx,relevancia-redundancia,42,5,feat_381,2,499.03498034371023,True,1.7848925031721592,1400,ok,feat_381,,False,
madelon,mrmr_approx,relevancia-redundancia,42,10,feat_381,2,499.03498034371023,True,1.7848925031721592,1400,ok,feat_381,,False,
madelon,mrmr_approx,relevancia-redundancia,42,15,feat_381,2,499.03498034371023,True,1.7848925031721592,1400,ok,feat_381,,False,
madelon,mrmr_approx,relevancia-redundancia,42,20,feat_381,2,499.03498034371023,True,1.7848925031721592,1400,ok,feat_381,,False,
madelon,mrmr_approx,relevancia-redundancia,42,22,feat_381,2,499.03498034371023,True,1.7848925031721592,1400,ok,feat_381,,False,
madelon,mrmr_approx,relevancia-redundancia,42,30,feat_381,2,499.03498034371023,True,1.7848925031721592,1400,ok,feat_381,,False,
madelon,mrmr_approx,relevancia-redundancia,42,50,feat_381,2,499.03498034371023,True,1.7848925031721592,1400,ok,feat_381,,False,
madelon,mrmr_approx,relevancia-redundancia,42,5,feat_426,3,498.0205324348224,True,1.7848925031721592,1400,ok,feat_426,,False,
madelon,mrmr_approx,relevancia-redundancia,42,10,feat_426,3,498.0205324348224,True,1.7848925031721592,1400,ok,feat_426,,False,
madelon,mrmr_approx,relevancia-redundancia,42,15,feat_426,3,498.0205324348224,True,1.7848925031721592,1400,ok,feat_426,,False,
madelon,mrmr_approx,relevancia-redundancia,42,20,feat_426,3,498.0205324348224,True,1.7848925031721592,1400,ok,feat_426,,False,
madelon,mrmr_approx,relevancia-redundancia,42,22,feat_426,3,498.0205324348224,True,1.7848925031721592,1400,ok,feat_426,,False,
