path,root,phase,family,role,size_bytes,size_mb,mtime,rows_counted,n_columns,columns_preview,content_summary,question_answered,probable_origin,strong_ref_count,weak_ref_count,reference_examples,readable,read_error
.agents/ds-visual-storyteller-definitive/skills/ds-visual-storyteller-definitive/assets/benchmark_validation/basic/area_chart_time_series/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,2188,0.002,2026-06-04 22:34,48,4,year | month | sales_A | sales_B,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Coste operacional: tiempos, variables o recursos.",Assets de .agents; no núcleo del TFG.,0,0,,True,
data/selected_features/olive_oil_3class/random_forest/k_3/X_validation_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,5054,0.005,2026-06-16 10:19,86,3,other | linoleic | linolenic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/random_forest/k_3/selected_features.csv,data,data_selected_features,selected_feature_matrices,mencionada_por_nombre,44,0.0,2026-06-16 10:19,3,2,feature | rank,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,14,docs/auditoria/asignacion_csv_superfiguras.md | docs/auditoria/auditoria_tablas_para_figuras.md | docs/auditoria/hipotesis_cruzadas_tablas_figuras.md | docs/auditoria/protocolo_agentes_visualizaciones.md | notebooks/fase5.ipynb | notebooks/fase8.ipynb | notebooks/superfiguras_memoria.ipynb | notebooks/superfiguras_memoria.py,True,
data/selected_features/olive_oil_3class/random_forest/k_5/X_test_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,8461,0.008,2026-06-16 10:19,86,5,other | linoleic | linolenic | palmitoleic | stearic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/random_forest/k_5/X_train_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,38988,0.037,2026-06-16 10:19,400,5,other | linoleic | linolenic | palmitoleic | stearic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/random_forest/k_5/X_val_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,8429,0.008,2026-06-16 10:19,86,5,other | linoleic | linolenic | palmitoleic | stearic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/random_forest/k_5/X_validation_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,8429,0.008,2026-06-16 10:19,86,5,other | linoleic | linolenic | palmitoleic | stearic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/random_forest/k_5/selected_features.csv,data,data_selected_features,selected_feature_matrices,mencionada_por_nombre,68,0.0,2026-06-16 10:19,5,2,feature | rank,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,14,docs/auditoria/asignacion_csv_superfiguras.md | docs/auditoria/auditoria_tablas_para_figuras.md | docs/auditoria/hipotesis_cruzadas_tablas_figuras.md | docs/auditoria/protocolo_agentes_visualizaciones.md | notebooks/fase5.ipynb | notebooks/fase8.ipynb | notebooks/superfiguras_memoria.ipynb | notebooks/superfiguras_memoria.py,True,
data/selected_features/olive_oil_3class/random_forest/k_8/X_test_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,13530,0.013,2026-06-16 10:19,86,8,other | linoleic | linolenic | palmitoleic | stearic | eicosenoic | arachidic | oleic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/random_forest/k_8/X_train_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,62596,0.06,2026-06-16 10:19,400,8,other | linoleic | linolenic | palmitoleic | stearic | eicosenoic | arachidic | oleic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/random_forest/k_8/X_val_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,13481,0.013,2026-06-16 10:19,86,8,other | linoleic | linolenic | palmitoleic | stearic | eicosenoic | arachidic | oleic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/random_forest/k_8/X_validation_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,13481,0.013,2026-06-16 10:19,86,8,other | linoleic | linolenic | palmitoleic | stearic | eicosenoic | arachidic | oleic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/random_forest/k_8/selected_features.csv,data,data_selected_features,selected_feature_matrices,mencionada_por_nombre,101,0.0,2026-06-16 10:19,8,2,feature | rank,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,14,docs/auditoria/asignacion_csv_superfiguras.md | docs/auditoria/auditoria_tablas_para_figuras.md | docs/auditoria/hipotesis_cruzadas_tablas_figuras.md | docs/auditoria/protocolo_agentes_visualizaciones.md | notebooks/fase5.ipynb | notebooks/fase8.ipynb | notebooks/superfiguras_memoria.ipynb | notebooks/superfiguras_memoria.py,True,
data/selected_features/olive_oil_3class/rfe/k_5/X_test_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,8364,0.008,2026-06-16 10:20,86,5,palmitoleic | stearic | oleic | linoleic | linolenic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/rfe/k_5/X_train_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,38641,0.037,2026-06-16 10:20,400,5,palmitoleic | stearic | oleic | linoleic | linolenic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/rfe/k_5/X_val_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,8336,0.008,2026-06-16 10:20,86,5,palmitoleic | stearic | oleic | linoleic | linolenic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/rfe/k_5/X_validation_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,8336,0.008,2026-06-16 10:20,86,5,palmitoleic | stearic | oleic | linoleic | linolenic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/rfe/k_5/selected_features.csv,data,data_selected_features,selected_feature_matrices,mencionada_por_nombre,68,0.0,2026-06-16 10:20,5,2,feature | rank,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,14,docs/auditoria/asignacion_csv_superfiguras.md | docs/auditoria/auditoria_tablas_para_figuras.md | docs/auditoria/hipotesis_cruzadas_tablas_figuras.md | docs/auditoria/protocolo_agentes_visualizaciones.md | notebooks/fase5.ipynb | notebooks/fase8.ipynb | notebooks/superfiguras_memoria.ipynb | notebooks/superfiguras_memoria.py,True,
data/selected_features/olive_oil_3class/rfe/k_8/X_test_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,13530,0.013,2026-06-16 10:19,86,8,palmitoleic | stearic | oleic | linoleic | linolenic | arachidic | eicosenoic | other,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/rfe/k_8/X_train_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,62596,0.06,2026-06-16 10:19,400,8,palmitoleic | stearic | oleic | linoleic | linolenic | arachidic | eicosenoic | other,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/rfe/k_8/X_val_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,13481,0.013,2026-06-16 10:19,86,8,palmitoleic | stearic | oleic | linoleic | linolenic | arachidic | eicosenoic | other,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/rfe/k_8/X_validation_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,13481,0.013,2026-06-16 10:19,86,8,palmitoleic | stearic | oleic | linoleic | linolenic | arachidic | eicosenoic | other,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/rfe/k_8/selected_features.csv,data,data_selected_features,selected_feature_matrices,mencionada_por_nombre,101,0.0,2026-06-16 10:19,8,2,feature | rank,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,14,docs/auditoria/asignacion_csv_superfiguras.md | docs/auditoria/auditoria_tablas_para_figuras.md | docs/auditoria/hipotesis_cruzadas_tablas_figuras.md | docs/auditoria/protocolo_agentes_visualizaciones.md | notebooks/fase5.ipynb | notebooks/fase8.ipynb | notebooks/superfiguras_memoria.ipynb | notebooks/superfiguras_memoria.py,True,
data/selected_features/olive_oil_3class/rrfs/k_3/X_test_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,5062,0.005,2026-06-16 10:19,86,3,other | linolenic | linoleic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/rrfs/k_3/X_train_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,23382,0.022,2026-06-16 10:19,400,3,other | linolenic | linoleic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/rrfs/k_3/X_val_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,5054,0.005,2026-06-16 10:19,86,3,other | linolenic | linoleic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/rrfs/k_3/X_validation_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,5054,0.005,2026-06-16 10:19,86,3,other | linolenic | linoleic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/rrfs/k_3/selected_features.csv,data,data_selected_features,selected_feature_matrices,mencionada_por_nombre,44,0.0,2026-06-16 10:19,3,2,feature | rank,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,14,docs/auditoria/asignacion_csv_superfiguras.md | docs/auditoria/auditoria_tablas_para_figuras.md | docs/auditoria/hipotesis_cruzadas_tablas_figuras.md | docs/auditoria/protocolo_agentes_visualizaciones.md | notebooks/fase5.ipynb | notebooks/fase8.ipynb | notebooks/superfiguras_memoria.ipynb | notebooks/superfiguras_memoria.py,True,
data/selected_features/olive_oil_3class/rrfs/k_5/X_test_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,8453,0.008,2026-06-16 10:19,86,5,other | linolenic | linoleic | stearic | eicosenoic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/rrfs/k_5/X_train_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,39047,0.037,2026-06-16 10:19,400,5,other | linolenic | linoleic | stearic | eicosenoic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/rrfs/k_5/X_val_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,8435,0.008,2026-06-16 10:19,86,5,other | linolenic | linoleic | stearic | eicosenoic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/rrfs/k_5/X_validation_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,8435,0.008,2026-06-16 10:19,86,5,other | linolenic | linoleic | stearic | eicosenoic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/rrfs/k_5/selected_features.csv,data,data_selected_features,selected_feature_matrices,mencionada_por_nombre,67,0.0,2026-06-16 10:19,5,2,feature | rank,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,14,docs/auditoria/asignacion_csv_superfiguras.md | docs/auditoria/auditoria_tablas_para_figuras.md | docs/auditoria/hipotesis_cruzadas_tablas_figuras.md | docs/auditoria/protocolo_agentes_visualizaciones.md | notebooks/fase5.ipynb | notebooks/fase8.ipynb | notebooks/superfiguras_memoria.ipynb | notebooks/superfiguras_memoria.py,True,
data/selected_features/olive_oil_3class/rrfs/k_8/X_test_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,13530,0.013,2026-06-16 10:19,86,8,other | linolenic | linoleic | stearic | eicosenoic | arachidic | palmitoleic | oleic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/rrfs/k_8/X_train_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,62596,0.06,2026-06-16 10:19,400,8,other | linolenic | linoleic | stearic | eicosenoic | arachidic | palmitoleic | oleic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/rrfs/k_8/X_val_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,13481,0.013,2026-06-16 10:19,86,8,other | linolenic | linoleic | stearic | eicosenoic | arachidic | palmitoleic | oleic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/rrfs/k_8/X_validation_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,13481,0.013,2026-06-16 10:19,86,8,other | linolenic | linoleic | stearic | eicosenoic | arachidic | palmitoleic | oleic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/rrfs/k_8/selected_features.csv,data,data_selected_features,selected_feature_matrices,mencionada_por_nombre,101,0.0,2026-06-16 10:19,8,2,feature | rank,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,14,docs/auditoria/asignacion_csv_superfiguras.md | docs/auditoria/auditoria_tablas_para_figuras.md | docs/auditoria/hipotesis_cruzadas_tablas_figuras.md | docs/auditoria/protocolo_agentes_visualizaciones.md | notebooks/fase5.ipynb | notebooks/fase8.ipynb | notebooks/superfiguras_memoria.ipynb | notebooks/superfiguras_memoria.py,True,
data/selected_features/olive_oil_3class/variance/k_3/X_test_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,5062,0.005,2026-06-16 10:19,86,3,eicosenoic | other | stearic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/variance/k_3/X_train_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,23408,0.022,2026-06-16 10:19,400,3,eicosenoic | other | stearic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/variance/k_3/X_val_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,5050,0.005,2026-06-16 10:19,86,3,eicosenoic | other | stearic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/variance/k_3/X_validation_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,5050,0.005,2026-06-16 10:19,86,3,eicosenoic | other | stearic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/variance/k_3/selected_features.csv,data,data_selected_features,selected_feature_matrices,mencionada_por_nombre,44,0.0,2026-06-16 10:19,3,2,feature | rank,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,14,docs/auditoria/asignacion_csv_superfiguras.md | docs/auditoria/auditoria_tablas_para_figuras.md | docs/auditoria/hipotesis_cruzadas_tablas_figuras.md | docs/auditoria/protocolo_agentes_visualizaciones.md | notebooks/fase5.ipynb | notebooks/fase8.ipynb | notebooks/superfiguras_memoria.ipynb | notebooks/superfiguras_memoria.py,True,
data/selected_features/olive_oil_3class/variance/k_5/X_test_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,8447,0.008,2026-06-16 10:19,86,5,eicosenoic | other | stearic | linoleic | arachidic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/variance/k_5/X_train_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,39103,0.037,2026-06-16 10:19,400,5,eicosenoic | other | stearic | linoleic | arachidic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/variance/k_5/X_val_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,8439,0.008,2026-06-16 10:19,86,5,eicosenoic | other | stearic | linoleic | arachidic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/variance/k_5/X_validation_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,8439,0.008,2026-06-16 10:19,86,5,eicosenoic | other | stearic | linoleic | arachidic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/variance/k_5/selected_features.csv,data,data_selected_features,selected_feature_matrices,mencionada_por_nombre,67,0.0,2026-06-16 10:19,5,2,feature | rank,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,14,docs/auditoria/asignacion_csv_superfiguras.md | docs/auditoria/auditoria_tablas_para_figuras.md | docs/auditoria/hipotesis_cruzadas_tablas_figuras.md | docs/auditoria/protocolo_agentes_visualizaciones.md | notebooks/fase5.ipynb | notebooks/fase8.ipynb | notebooks/superfiguras_memoria.ipynb | notebooks/superfiguras_memoria.py,True,
data/selected_features/olive_oil_3class/variance/k_8/X_test_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,13530,0.013,2026-06-16 10:19,86,8,eicosenoic | other | stearic | linoleic | arachidic | linolenic | oleic | palmitoleic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/variance/k_8/X_train_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,62596,0.06,2026-06-16 10:19,400,8,eicosenoic | other | stearic | linoleic | arachidic | linolenic | oleic | palmitoleic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/variance/k_8/X_val_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,13481,0.013,2026-06-16 10:19,86,8,eicosenoic | other | stearic | linoleic | arachidic | linolenic | oleic | palmitoleic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/variance/k_8/X_validation_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,13481,0.013,2026-06-16 10:19,86,8,eicosenoic | other | stearic | linoleic | arachidic | linolenic | oleic | palmitoleic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_3class/variance/k_8/selected_features.csv,data,data_selected_features,selected_feature_matrices,mencionada_por_nombre,101,0.0,2026-06-16 10:19,8,2,feature | rank,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,14,docs/auditoria/asignacion_csv_superfiguras.md | docs/auditoria/auditoria_tablas_para_figuras.md | docs/auditoria/hipotesis_cruzadas_tablas_figuras.md | docs/auditoria/protocolo_agentes_visualizaciones.md | notebooks/fase5.ipynb | notebooks/fase8.ipynb | notebooks/superfiguras_memoria.ipynb | notebooks/superfiguras_memoria.py,True,
data/selected_features/olive_oil_9class/boruta/k_8/X_test_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,13523,0.013,2026-06-16 10:19,86,8,palmitoleic | stearic | oleic | linoleic | linolenic | arachidic | eicosenoic | other,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_9class/boruta/k_8/X_train_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,62594,0.06,2026-06-16 10:19,400,8,palmitoleic | stearic | oleic | linoleic | linolenic | arachidic | eicosenoic | other,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_9class/boruta/k_8/X_val_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,13526,0.013,2026-06-16 10:19,86,8,palmitoleic | stearic | oleic | linoleic | linolenic | arachidic | eicosenoic | other,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_9class/boruta/k_8/X_validation_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,13526,0.013,2026-06-16 10:19,86,8,palmitoleic | stearic | oleic | linoleic | linolenic | arachidic | eicosenoic | other,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_9class/boruta/k_8/selected_features.csv,data,data_selected_features,selected_feature_matrices,mencionada_por_nombre,101,0.0,2026-06-16 10:19,8,2,feature | rank,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,14,docs/auditoria/asignacion_csv_superfiguras.md | docs/auditoria/auditoria_tablas_para_figuras.md | docs/auditoria/hipotesis_cruzadas_tablas_figuras.md | docs/auditoria/protocolo_agentes_visualizaciones.md | notebooks/fase5.ipynb | notebooks/fase8.ipynb | notebooks/superfiguras_memoria.ipynb | notebooks/superfiguras_memoria.py,True,
data/selected_features/olive_oil_9class/f_classif/k_3/X_test_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,5038,0.005,2026-06-16 10:19,86,3,other | linolenic | linoleic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
data/selected_features/olive_oil_9class/f_classif/k_3/X_train_selected.csv,data,data_selected_features,selected_feature_matrices,consumida_por_patron_directorio_fase6,23367,0.022,2026-06-16 10:19,400,3,other | linolenic | linoleic,Matriz seleccionada por split con columnas de features; una fila por muestra.,"Selección de variables: rankings, conjuntos o roster.",Fase 5: matrices exportadas por selector/k en data/selected_features/,0,0,,True,
